"","gameId","playId","return_x","return_s","return_a","return_zone","def1_dist","def1_s","def1_a","def2_dist","def2_s","def2_a","def3_dist","def3_s","def3_a","def4_dist","def4_s","def4_a","def5_dist","def5_s","def5_a","def6_dist","def6_s","def6_a","def7_dist","def7_s","def7_a","def8_dist","def8_s","def8_a","def9_dist","def9_s","def9_a","def10_dist","def10_s","def10_a","def11_dist","def11_s","def11_a","def1_zone","def2_zone","def3_zone","def4_zone","def5_zone","def6_zone","def7_zone","def8_zone","def9_zone","def10_zone","def11_zone","def1_side","def2_side","def3_side","def4_side","def5_side","def6_side","def7_side","def8_side","def9_side","def10_side","def11_side","playDirection","returnDirectionIntended","returnDirectionActual","quarter","yardlineTotal","receiveTeamScoreDif","kickLength","kickReturnYardage","receiveTeamHome","missedTackler","tackler","assistTackler","vises","season","week","kickContactType","gameDate","gameTimeEastern","homeTeamAbbr","visitorTeamAbbr","playDescription","yardsToGo","possessionTeam","kickerId","returnerId","gameClock","penaltyCodes","penaltyJerseyNumbers","penaltyYards","playResult","weather","ep","epa","punt_returner_player_name","punter_player_name","series","surface","roof","temp","wind","home_coach","away_coach"
"11",2018090900,575,21.81,1.44,7.99,1,16.3464766845947,9.22,2.14,17.854951694138,8.85,1.76,23.311707359179,8.36,1.43,27.4064226049297,9.12,1.04,27.4177825507461,7.06,0.43,30.9595930205809,8.32,2.31,35.6472733880167,9.33,1.19,40.1083557379257,8.45,1.52,41.7308099609869,9.13,1.12,43.6440625973339,7.62,1.32,64.7200749381519,5.49,0.99,"4","4","4","4","4","7","8","8","8","7","11","L","L","L","L","L","L","C","C","C","L","C","right","R","R",1,26,-7,63,4,0,"","BAL 54","","BUF 29; BUF 30; BUF 26",2018,1,"CFFG","09/09/2018","13:00:00","BAL","BUF","(6:37) (Punt formation) S.Koch punts 63 yards to BUF 11, Center-M.Cox. J.Kerley to BUF 15 for 4 yards (T.Bowser, C.Clark).",9,"BAL",31018,"37228","06:37:00","","",NA,59,"Rain Temp: 61° F, Humidity: 97%, Wind: ENE 12 mph",-1.37926385179162,1.26062996219844,"J.Kerley","S.Koch",8,"grass","outdoors",61,12,"John Harbaugh","Sean McDermott"
"12",2018090900,674,41.43,0.49,3.36,6,5.47959852543962,7.48,3.44,6.21477272311707,7.52,2.56,17.1262634570416,8.65,1.18,22.2453073703197,9.16,1.7,25.3374426491704,8.6,1.32,30.4679914008127,9.29,1.52,33.8008298714691,7.94,0.78,35.3829167819726,9.25,1.2,39.9994012455187,7.99,2.44,48.5815788133733,4.39,1.24,50.6560183986069,6.08,3.29,"6","5","8","8","8","9","11","12","12","11","11","R","C","C","C","C","R","C","R","R","C","C","left","L","L",1,18,7,51,3,1,"BUF 26","BUF 18","BUF 57","BAL 36; BAL 26; BAL 25",2018,1,"CC","09/09/2018","13:00:00","BAL","BUF","(5:43) (Punt formation) C.Bojorquez punts 51 yards to BAL 31, Center-R.Ferguson. J.Grant to BAL 34 for 3 yards (L.Alexander).",7,"BUF",46903,"46532","05:43:00","","",NA,48,"Rain Temp: 61° F, Humidity: 97%, Wind: ENE 12 mph",-2.23610417312011,0.267794854473323,"J.Grant","C.Bojorquez",9,"grass","outdoors",61,12,"John Harbaugh","Sean McDermott"
"13",2018090901,1491,19.05,1.51,2.63,1,5.4817880294663,8.61,0.97,14.047526472657,8.5,2.94,17.670769649339,7.93,1.13,18.2909513147895,7.94,1.85,18.4107169876678,7.83,2.87,25.0895456315972,6.51,3.17,26.5284243783908,7.07,1.21,27.0999132839941,6.08,0.56,29.2520939421437,7.76,0.76,46.3591296294484,4.32,1.22,46.5862833889977,4.32,1.41,"4","5","4","4","4","4","4","5","5","8","8","L","C","L","L","L","L","L","C","C","C","C","right","C","C",2,53,7,39,4,0,"","CLE 37","","PIT 25; PIT 23; PIT 88",2018,1,"CC","09/09/2018","13:00:00","CLE","PIT","(7:39) B.Colquitt punts 39 yards to PIT 8, Center-C.Hughlett. R.Switzer to PIT 12 for 4 yards (D.Rice).",20,"CLE",34723,"44946","07:39:00","","",NA,35,"Rain Temp: 58° F, Humidity: 84%, Wind: East 11 mph",0.0844238046556711,-0.154024868272245,"R.Switzer","B.Colquitt",20,"grass","outdoors",58,11,"Hue Jackson","Mike Tomlin"
"14",2018090901,2632,50.81,1.5,0.97,8,14.2406214752025,7.04,0.94,19.9624071694773,9.32,3.92,21.2757937572256,8.87,1.78,22.387588079112,9.22,1.98,23.7797939435984,7.39,1.91,28.1105425063267,5.57,2.46,28.5497600690444,7.05,1.32,31.4619977115249,8.08,1.01,45.0651672580941,5.22,0.81,46.5218507800367,5.09,2.56,50.5684377848476,3.84,3.01,"9","8","8","8","11","12","11","11","11","14","14","R","C","C","C","C","R","C","C","C","C","C","left","L","L",3,14,7,45,20,0,"","CLE 26","","PIT 20; PIT 25; PIT 23",2018,1,"CC","09/09/2018","13:00:00","CLE","PIT","(6:18) (Punt formation) B.Colquitt punts 45 yards to PIT 41, Center-C.Hughlett. R.Switzer to CLE 39 for 20 yards (D.Kindred).",17,"CLE",34723,"44946","06:18:00","","",NA,25,"Rain Temp: 58° F, Humidity: 84%, Wind: East 11 mph",-2.29684912320226,-1.00118735409342,"R.Switzer","B.Colquitt",40,"grass","outdoors",58,11,"Hue Jackson","Mike Tomlin"
"15",2018090901,4136,40.32,1.2,2.34,6,12.6151734034852,9.42,1.98,13.87096608027,7.91,2.73,24.0667488456584,8.62,1.74,24.3753728176617,8.65,1.44,27.0970939401258,9.3,1.55,33.3369539700315,8.5,1.92,33.8427244766139,8.81,2.07,35.1333716002322,7.46,1.34,39.5719117556885,7.49,1.96,50.5503046479445,4.06,0.83,50.6857149500725,6,0.93,"8","9","8","9","9","12","12","8","7","11","11","C","R","C","R","R","R","R","C","L","C","C","left","C","C",4,19,-7,51,15,1,"PIT 44; PIT 46","PIT 37","","CLE 20; CLE 39; CLE 38",2018,1,"CC","09/09/2018","13:00:00","CLE","PIT","(2:20) J.Berry punts 51 yards to CLE 30, Center-K.Canaday. J.Peppers to CLE 45 for 15 yards (J.Dangerfield).",8,"PIT",42333,"44837","02:20:00","","",NA,36,"Rain Temp: 58° F, Humidity: 84%, Wind: East 11 mph",-0.854470121441409,-0.683366095530801,"J.Peppers","J.Berry",60,"grass","outdoors",58,11,"Hue Jackson","Mike Tomlin"
"16",2018090901,588,37.64,2.76,2.3,6,5.26209083920071,8.89,4.55,20.6052517577437,7.64,2.23,22.2256248506088,7.83,1.68,25.7000116731491,8.7,2.89,27.1509207946987,7.93,1.53,30.2125884359483,8.9,0.53,30.4914709386084,7.1,1.9,31.5171350220797,7.85,0.78,41.1918790540077,8.13,0.51,46.7282195252505,5.32,1.38,50.1702581217199,0.92,2.12,"6","8","9","8","9","8","9","8","10","11","11","R","C","R","C","R","C","R","C","L","C","C","left","C","C",1,25,0,47,22,0,"","CLE 26","","PIT 25; PIT 23; PIT 88",2018,1,"CC","09/09/2018","13:00:00","CLE","PIT","(6:34) (Punt formation) B.Colquitt punts 47 yards to PIT 28, Center-C.Hughlett. R.Switzer to 50 for 22 yards (B.Boddy-Calhoun).",9,"CLE",34723,"44946","06:34:00","","",NA,25,"Rain Temp: 58° F, Humidity: 84%, Wind: East 11 mph",-1.45945833204314,-1.09459672309458,"R.Switzer","B.Colquitt",8,"grass","outdoors",58,11,"Hue Jackson","Mike Tomlin"
"17",2018090901,887,31.71,1.55,1.55,4,9.57415792641839,7.54,3.45,14.1113890173859,7.71,2.86,18.6298738589396,7.26,2.94,18.8321666305287,8,3.06,26.3663137355224,8.68,1.41,30.6818578316242,8.33,1.62,31.0341908223817,8.81,0.83,35.7753001385034,7.62,0.94,43.9575272279959,6.88,0.9,49.2352597230887,5.47,0.47,58.8008171711924,2.94,1.39,"4","4","8","8","7","8","7","8","11","11","10","L","L","C","C","L","C","L","C","C","C","L","left","R","R",1,26,0,52,0,0,"","","","PIT 25; PIT 23; PIT 88",2018,1,"CC","09/09/2018","13:00:00","CLE","PIT","(2:07) (Punt formation) B.Colquitt punts 52 yards to PIT 22, Center-C.Hughlett. R.Switzer to CLE 44 for 34 yards (N.Chubb). PENALTY on PIT-D.Heyward-Bey, Offensive Holding, 10 yards, enforced at PIT 22. Penalty on PIT-R.Nix, Offensive Holding, declined.",10,"CLE",34723,"44946","02:07:00","OH;OH","PIT 88;PIT 45",10,62,"Rain Temp: 58° F, Humidity: 84%, Wind: East 11 mph",-1.35704664653167,1.30825720680878,"R.Switzer","B.Colquitt",12,"grass","outdoors",58,11,"Hue Jackson","Mike Tomlin"
"18",2018090902,2228,44.38,1.84,1.68,4,6.61127824251861,9.93,3.2,10.6962844016041,8.7,3.46,18.1181373214798,8.53,1.54,20.3152085886412,9.37,1.43,23.6760659738902,8.85,1.78,28.8872705529616,9.06,0.74,30.334872671564,7.54,3.24,31.7176118268699,9.09,1.19,33.4549069644499,8.97,1.76,39.6739524121306,7.83,0.95,53.6529775501789,4.48,0.59,"7","7","7","7","7","8","10","10","10","11","11","L","L","L","L","L","C","L","L","L","C","C","left","R","R",3,17,-6,49,-1,0,"IND 28","IND 44","IND 28","CIN 40; CIN 80; CIN 29; CIN 21",2018,1,"CC","09/09/2018","13:00:00","IND","CIN","(13:43) R.Sanchez punts 49 yards to CIN 34, Center-L.Rhodes. A.Erickson to CIN 33 for -1 yards (Z.Franklin, C.Milton).",18,"IND",45153,"43663","13:43:00","","",NA,50,"Cloudy Temp: 59° F, Humidity: 91%, Wind: NE 11 mph",-2.05549853062257,0.552206616383046,"A.Erickson","R.Sanchez",30,"fieldturf","closed",70,0,"Frank Reich","Marvin Lewis"
"19",2018090903,1844,28.99,4.03,2.36,6,28.9423029491435,9.72,1.07,29.5823089024505,9.04,0.98,32.1075894454878,9.05,2.17,34.8619290917757,9.04,2.86,42.4382115551539,9.03,0.69,45.3559896816286,8.14,0.82,46.560452102616,8.15,0.39,48.1174698004789,8.3,0.82,48.4198327134657,8.26,0.95,54.053156244571,7.06,1.89,62.051465736113,4.75,1.01,"9","9","8","8","8","8","8","8","11","12","12","R","R","C","C","C","C","C","C","C","R","R","left","C","C",2,27,4,55,-1,1,"TEN 36","TEN 32","","",2018,1,"CC","09/09/2018","13:00:00","MIA","TEN","(:30) (Punt formation) B.Kern punts 55 yards to MIA 18, Center-B.Brinkley. J.Grant to MIA 17 for -1 yards (D.Fluellen).",9,"TEN",33338,"43475","00:30:00","","",NA,56,"Scattered Showers Temp: 89° F, Humidity: 63%, Wind: WSW 7 mph",-0.115785553818569,0.115785553818569,"J.Grant","B.Kern",27,"grass","outdoors",89,7,"Adam Gase","Mike Vrabel"
"20",2018090903,1993,33.4,0.76,3.35,5,22.521500838088,9.54,2.36,24.8400503220102,8.9,2.45,25.3427701721813,9.8,1.61,25.4375254299627,6.57,0.99,26.5466005356618,8.05,3.66,32.0914272041616,8.65,0.53,32.6070084491049,8.63,0.95,38.5978885432869,7.81,1.99,40.2198881152099,6.2,1.91,45.0010355436406,5.13,0.94,45.5578840597322,0.87,1.31,"8","8","9","8","4","8","8","7","11","11","11","C","C","R","C","L","C","C","L","C","C","C","left","C","C",3,32,-4,45,26,0,"MIA 24; MIA 55; MIA 59; MIA 85","MIA 38","","TEN 21; TEN 26",2018,1,"CC","09/09/2018","13:00:00","MIA","TEN","(13:45) (Punt formation) M.Haack punts 45 yards to TEN 23, Center-J.Denney. A.Jackson to TEN 49 for 26 yards (B.Bolden). TEN-A.Jackson was injured during the play. His return is Questionable.",3,"MIA",45296,"44830","13:45:00","","",NA,19,"Scattered Showers Temp: 89° F, Humidity: 63%, Wind: WSW 7 mph",-0.592201639898121,-1.88072798447683,"A.Jackson","M.Haack",29,"grass","outdoors",89,7,"Adam Gase","Mike Vrabel"
"21",2018090903,2176,27.34,2.65,3.89,5,18.9917271463129,8.46,0.99,25.3240063970929,9.3,0.48,35.0878468988908,8.72,1.26,35.7284480491387,9.35,1.74,37.8014391260439,8.13,1.13,38.0523862589457,7.82,1.16,39.5570233966106,9.1,1.35,44.4281644905571,8.47,1.25,44.5253747878667,7.6,1.42,50.6131998593252,8.64,1.53,60.4908960092343,5.7,0.13,"6","4","8","8","8","8","8","8","8","7","11","R","L","C","C","C","C","C","C","C","L","C","left","C","C",3,18,-4,65,18,0,"","MIA 35","","TEN 20; TEN 26",2018,1,"CC","09/09/2018","13:00:00","MIA","TEN","(10:09) (Punt formation) M.Haack punts 65 yards to TEN 17, Center-D.Smythe. R.Matthews to TEN 35 for 18 yards (W.Aikens).",2,"MIA",45296,"38757","10:09:00","","",NA,47,"Scattered Showers Temp: 89° F, Humidity: 63%, Wind: WSW 7 mph",-1.60723565937951,0.215187601279467,"R.Matthews","M.Haack",31,"grass","outdoors",89,7,"Adam Gase","Mike Vrabel"
"22",2018090903,3163,19.45,3.53,3.03,3,2.95656895742345,6.59,5.61,20.2695855902384,10,1.41,24.0704071423813,7.96,2.47,25.5874676355438,8.71,1.47,29.1322518868693,8.28,1.89,31.1062132057247,8.76,1.77,36.5505471915264,7.61,1.64,38.5961915219624,7.59,1.37,39.3650022227867,8.02,1.72,44.8957737431932,8.83,1.24,59.3580626368483,4.4,0.88,"3","6","6","6","5","5","8","8","8","4","12","R","R","R","R","C","C","C","C","C","L","R","left","","",4,42,7,49,2,1,"","TEN 29","","MIA 24; MIA 30",2018,1,"CC","09/09/2018","13:00:00","MIA","TEN","(11:45) (Punt formation) B.Kern punts 49 yards to MIA 9, Center-B.Brinkley. D.Amendola ran ob at MIA 11 for 2 yards (D.Cruikshank).",6,"TEN",33338,"33566","11:45:00","","",NA,47,"Scattered Showers Temp: 89° F, Humidity: 63%, Wind: WSW 7 mph",-0.452976173255593,0.216462931130081,"D.Amendola","B.Kern",46,"grass","outdoors",89,7,"Adam Gase","Mike Vrabel"
"23",2018090905,1555,33.56,5.01,1.05,5,12.5159897730863,7.7,2.8,12.7549598196153,8.8,2.29,18.3696760994853,8.55,2.62,20.9543885618264,7.53,0.99,23.0601496092285,8.92,1.75,24.1253808260098,5.09,4.45,26.0445810102601,8.62,1.32,30.0019616025353,8.15,1.88,33.550022354687,7.45,1.89,33.9068857313673,7.77,1.28,50.8167541269609,4.39,2.08,"5","5","7","8","9","4","7","9","7","8","11","C","C","L","C","R","L","L","R","L","C","C","left","C","C",2,30,-8,47,11,0,"","NE 46","NE 51","HOU 33; HOU 31; HOU 20; HOU 23",2018,1,"CC","09/09/2018","13:00:00","NE","HOU","(7:17) R.Allen punts 47 yards to HOU 23, Center-J.Cardona. T.Ervin to HOU 34 for 11 yards (J.Jones).",10,"NE",40437,"43408","07:17:00","","",NA,36,"Cloudy and Cool Temp: 62° F, Humidity: 61%, Wind: NE 10 mph",-1.01808550953865,-0.575526204891503,"T.Ervin","R.Allen",22,"fieldturf","outdoors",62,10,"Bill Belichick","Bill O'Brien"
"24",2018090905,3749,36.21,3.23,1.05,4,18.346664546996,9.24,1.74,18.3477628064023,9.01,1.79,22.5519178785309,7.74,1.44,23.6131594667042,8.92,1.32,25.7506698941989,4.26,2.16,27.3143954719851,7.44,2.67,28.960338395813,9.33,1.18,29.8731468044463,7.97,2.16,29.9744574596439,7.46,0.96,36.830363832034,8.16,1.52,60.5747018151968,4.03,0.63,"8","8","8","7","7","7","7","8","8","9","14","C","C","C","L","L","L","L","C","C","R","C","left","R","R",4,20,-14,55,9,0,"","NE 43","","HOU 31; HOU 20; HOU 23",2018,1,"CC","09/09/2018","13:00:00","NE","HOU","(5:27) R.Allen punts 55 yards to HOU 25, Center-J.Cardona. T.Ervin to HOU 34 for 9 yards (N.Ebner).",2,"NE",40437,"43408","05:27:00","","",NA,46,"Cloudy and Cool Temp: 62° F, Humidity: 61%, Wind: NE 10 mph",-1.19487383728847,-0.324181552743539,"T.Ervin","R.Allen",57,"fieldturf","outdoors",62,10,"Bill Belichick","Bill O'Brien"
