"","gameId","playId","return_x","return_s","return_a","return_zone","def1_dist","def1_s","def1_a","def2_dist","def2_s","def2_a","def3_dist","def3_s","def3_a","def4_dist","def4_s","def4_a","def5_dist","def5_s","def5_a","def6_dist","def6_s","def6_a","def7_dist","def7_s","def7_a","def8_dist","def8_s","def8_a","def9_dist","def9_s","def9_a","def10_dist","def10_s","def10_a","def11_dist","def11_s","def11_a","def1_zone","def2_zone","def3_zone","def4_zone","def5_zone","def6_zone","def7_zone","def8_zone","def9_zone","def10_zone","def11_zone","def1_side","def2_side","def3_side","def4_side","def5_side","def6_side","def7_side","def8_side","def9_side","def10_side","def11_side","playDirection","returnDirectionIntended","returnDirectionActual","quarter","yardlineTotal","receiveTeamScoreDif","kickLength","kickReturnYardage","receiveTeamHome"
"11",2018090900,575,21.81,1.44,7.99,1,16.3464766845947,9.22,2.14,17.854951694138,8.85,1.76,23.311707359179,8.36,1.43,27.4064226049297,9.12,1.04,27.4177825507461,7.06,0.43,30.9595930205809,8.32,2.31,35.6472733880167,9.33,1.19,40.1083557379257,8.45,1.52,41.7308099609869,9.13,1.12,43.6440625973339,7.62,1.32,64.7200749381519,5.49,0.99,"4","4","4","4","4","7","8","8","8","7","11","L","L","L","L","L","L","C","C","C","L","C","right","R","R",1,26,-7,63,4,0
"12",2018090900,674,41.43,0.49,3.36,6,5.47959852543962,7.48,3.44,6.21477272311707,7.52,2.56,17.1262634570416,8.65,1.18,22.2453073703197,9.16,1.7,25.3374426491704,8.6,1.32,30.4679914008127,9.29,1.52,33.8008298714691,7.94,0.78,35.3829167819726,9.25,1.2,39.9994012455187,7.99,2.44,48.5815788133733,4.39,1.24,50.6560183986069,6.08,3.29,"6","5","8","8","8","9","11","12","12","11","11","R","C","C","C","C","R","C","R","R","C","C","left","L","L",1,18,7,51,3,1
"13",2018090901,1491,19.05,1.51,2.63,1,5.4817880294663,8.61,0.97,14.047526472657,8.5,2.94,17.670769649339,7.93,1.13,18.2909513147895,7.94,1.85,18.4107169876678,7.83,2.87,25.0895456315972,6.51,3.17,26.5284243783908,7.07,1.21,27.0999132839941,6.08,0.56,29.2520939421437,7.76,0.76,46.3591296294484,4.32,1.22,46.5862833889977,4.32,1.41,"4","5","4","4","4","4","4","5","5","8","8","L","C","L","L","L","L","L","C","C","C","C","right","C","C",2,53,7,39,4,0
"14",2018090901,2632,50.81,1.5,0.97,8,14.2406214752025,7.04,0.94,19.9624071694773,9.32,3.92,21.2757937572256,8.87,1.78,22.387588079112,9.22,1.98,23.7797939435984,7.39,1.91,28.1105425063267,5.57,2.46,28.5497600690444,7.05,1.32,31.4619977115249,8.08,1.01,45.0651672580941,5.22,0.81,46.5218507800367,5.09,2.56,50.5684377848476,3.84,3.01,"9","8","8","8","11","12","11","11","11","14","14","R","C","C","C","C","R","C","C","C","C","C","left","L","L",3,14,7,45,20,0
"15",2018090901,4136,40.32,1.2,2.34,6,12.6151734034852,9.42,1.98,13.87096608027,7.91,2.73,24.0667488456584,8.62,1.74,24.3753728176617,8.65,1.44,27.0970939401258,9.3,1.55,33.3369539700315,8.5,1.92,33.8427244766139,8.81,2.07,35.1333716002322,7.46,1.34,39.5719117556885,7.49,1.96,50.5503046479445,4.06,0.83,50.6857149500725,6,0.93,"8","9","8","9","9","12","12","8","7","11","11","C","R","C","R","R","R","R","C","L","C","C","left","C","C",4,19,-7,51,15,1
"16",2018090901,588,37.64,2.76,2.3,6,5.26209083920071,8.89,4.55,20.6052517577437,7.64,2.23,22.2256248506088,7.83,1.68,25.7000116731491,8.7,2.89,27.1509207946987,7.93,1.53,30.2125884359483,8.9,0.53,30.4914709386084,7.1,1.9,31.5171350220797,7.85,0.78,41.1918790540077,8.13,0.51,46.7282195252505,5.32,1.38,50.1702581217199,0.92,2.12,"6","8","9","8","9","8","9","8","10","11","11","R","C","R","C","R","C","R","C","L","C","C","left","C","C",1,25,0,47,22,0
"17",2018090901,887,31.71,1.55,1.55,4,9.57415792641839,7.54,3.45,14.1113890173859,7.71,2.86,18.6298738589396,7.26,2.94,18.8321666305287,8,3.06,26.3663137355224,8.68,1.41,30.6818578316242,8.33,1.62,31.0341908223817,8.81,0.83,35.7753001385034,7.62,0.94,43.9575272279959,6.88,0.9,49.2352597230887,5.47,0.47,58.8008171711924,2.94,1.39,"4","4","8","8","7","8","7","8","11","11","10","L","L","C","C","L","C","L","C","C","C","L","left","R","R",1,26,0,52,0,0
"18",2018090902,2228,44.38,1.84,1.68,4,6.61127824251861,9.93,3.2,10.6962844016041,8.7,3.46,18.1181373214798,8.53,1.54,20.3152085886412,9.37,1.43,23.6760659738902,8.85,1.78,28.8872705529616,9.06,0.74,30.334872671564,7.54,3.24,31.7176118268699,9.09,1.19,33.4549069644499,8.97,1.76,39.6739524121306,7.83,0.95,53.6529775501789,4.48,0.59,"7","7","7","7","7","8","10","10","10","11","11","L","L","L","L","L","C","L","L","L","C","C","left","R","R",3,17,-6,49,-1,0
"19",2018090903,1844,28.99,4.03,2.36,6,28.9423029491435,9.72,1.07,29.5823089024505,9.04,0.98,32.1075894454878,9.05,2.17,34.8619290917757,9.04,2.86,42.4382115551539,9.03,0.69,45.3559896816286,8.14,0.82,46.560452102616,8.15,0.39,48.1174698004789,8.3,0.82,48.4198327134657,8.26,0.95,54.053156244571,7.06,1.89,62.051465736113,4.75,1.01,"9","9","8","8","8","8","8","8","11","12","12","R","R","C","C","C","C","C","C","C","R","R","left","C","C",2,27,4,55,-1,1
"20",2018090903,1993,33.4,0.76,3.35,5,22.521500838088,9.54,2.36,24.8400503220102,8.9,2.45,25.3427701721813,9.8,1.61,25.4375254299627,6.57,0.99,26.5466005356618,8.05,3.66,32.0914272041616,8.65,0.53,32.6070084491049,8.63,0.95,38.5978885432869,7.81,1.99,40.2198881152099,6.2,1.91,45.0010355436406,5.13,0.94,45.5578840597322,0.87,1.31,"8","8","9","8","4","8","8","7","11","11","11","C","C","R","C","L","C","C","L","C","C","C","left","C","C",3,32,-4,45,26,0
"21",2018090903,2176,27.34,2.65,3.89,5,18.9917271463129,8.46,0.99,25.3240063970929,9.3,0.48,35.0878468988908,8.72,1.26,35.7284480491387,9.35,1.74,37.8014391260439,8.13,1.13,38.0523862589457,7.82,1.16,39.5570233966106,9.1,1.35,44.4281644905571,8.47,1.25,44.5253747878667,7.6,1.42,50.6131998593252,8.64,1.53,60.4908960092343,5.7,0.13,"6","4","8","8","8","8","8","8","8","7","11","R","L","C","C","C","C","C","C","C","L","C","left","C","C",3,18,-4,65,18,0
"22",2018090903,3163,19.45,3.53,3.03,3,2.95656895742345,6.59,5.61,20.2695855902384,10,1.41,24.0704071423813,7.96,2.47,25.5874676355438,8.71,1.47,29.1322518868693,8.28,1.89,31.1062132057247,8.76,1.77,36.5505471915264,7.61,1.64,38.5961915219624,7.59,1.37,39.3650022227867,8.02,1.72,44.8957737431932,8.83,1.24,59.3580626368483,4.4,0.88,"3","6","6","6","5","5","8","8","8","4","12","R","R","R","R","C","C","C","C","C","L","R","left","","",4,42,7,49,2,1
"23",2018090905,1555,33.56,5.01,1.05,5,12.5159897730863,7.7,2.8,12.7549598196153,8.8,2.29,18.3696760994853,8.55,2.62,20.9543885618264,7.53,0.99,23.0601496092285,8.92,1.75,24.1253808260098,5.09,4.45,26.0445810102601,8.62,1.32,30.0019616025353,8.15,1.88,33.550022354687,7.45,1.89,33.9068857313673,7.77,1.28,50.8167541269609,4.39,2.08,"5","5","7","8","9","4","7","9","7","8","11","C","C","L","C","R","L","L","R","L","C","C","left","C","C",2,30,-8,47,11,0
"24",2018090905,3749,36.21,3.23,1.05,4,18.346664546996,9.24,1.74,18.3477628064023,9.01,1.79,22.5519178785309,7.74,1.44,23.6131594667042,8.92,1.32,25.7506698941989,4.26,2.16,27.3143954719851,7.44,2.67,28.960338395813,9.33,1.18,29.8731468044463,7.97,2.16,29.9744574596439,7.46,0.96,36.830363832034,8.16,1.52,60.5747018151968,4.03,0.63,"8","8","8","7","7","7","7","8","8","9","14","C","C","C","L","L","L","L","C","C","R","C","left","R","R",4,20,-14,55,9,0
"25",2018090906,1373,30.27,1.48,2.83,4,4.96326505437701,8.89,4.08,15.4223798422941,9.11,1.91,15.4492880094844,9.09,2.06,17.9874456218775,7.33,2.27,23.3137298603205,9.39,2.22,25.1056268593318,8.32,1.12,26.0895860450104,8.31,0.82,26.2660331987912,8.69,1.07,33.672220004033,8.39,2.17,37.1200781249178,8.82,1.19,49.4087087465358,6.52,0.97,"4","5","4","5","7","8","8","8","8","8","11","L","C","L","C","L","C","C","C","C","C","C","right","","",2,24,0,56,2,0
"26",2018090906,2681,33.68,2.29,1.88,6,3.72162598873127,7.31,2.99,7.4689758334058,8.03,3.68,15.040162898054,8.4,1.82,17.6788489444307,8.74,1.92,19.5761181034443,8.1,1.08,21.3872228211145,8.85,1.29,24.0519521037275,7.76,2.04,24.9615704634144,7.15,0.1,25.2722634522514,7.3,2.7,40.3923260038339,7.67,1.64,42.3913635072051,6.1,0.77,"6","6","9","8","9","9","8","8","8","8","11","R","R","R","C","R","R","C","C","C","C","C","right","","",3,34,10,42,1,0
"27",2018090906,2776,35.8,2.61,4.97,5,3.68266208061505,8.33,1.29,8.93134368390334,8.36,2.1,11.5793998117346,8,2.95,19.2253608548708,7.66,2.12,25.5258555194532,3.97,1.42,29.4604310898534,6.72,1.04,29.5586349481839,9.08,2.45,34.7555635834035,6.2,1.76,40.2925663119142,1.81,4.35,42.421519303297,4.07,0.95,47.5192729321483,4.6,2.39,"5","5","5","8","7","7","7","8","11","11","11","C","C","C","C","L","L","L","C","C","C","C","left","","",3,34,-10,42,0,1
"28",2018090906,2947,20.92,1.23,2.77,1,4.75732067449736,10.14,1.56,15.10008278123,8.89,2.25,25.1193511062687,8.42,1.77,31.1367339327682,8.42,1.17,31.2944755508061,9.04,1.72,32.0846333935733,8.12,3.03,32.8720991115566,8.17,0.78,33.6413034824752,8.76,1.25,33.7428822124015,7.35,1.28,44.351154438188,7.9,2.63,53.3045260742463,7.88,0.32,"4","5","4","8","7","7","8","8","7","7","8","L","C","L","C","L","L","C","C","L","L","C","right","R","R",3,32,10,58,16,0
"29",2018090907,2708,32.38,4.07,2.84,6,12.5590604744145,8.13,3.14,21.9942378817726,8.98,1.51,22.385765566538,9.01,1.96,26.8060459598203,8.7,1.4,27.751515273945,9.04,1.16,31.2338358195083,8.05,1.11,32.3444230123216,7.66,1.44,33.0861814055355,8.51,0.86,36.3838109603708,8.48,1.38,45.4199790840991,8.61,1.14,52.2378330331571,6.37,1.07,"6","9","9","9","8","9","9","8","9","8","12","R","R","R","R","C","R","R","C","R","C","R","right","C","C",3,25,4,55,0,0
"30",2018090907,3497,38.13,2.67,1.84,5,6.87215395636623,8.45,3.89,12.0600207296671,9.07,1.9,12.480901409754,8.67,1.55,14.0908232548705,8.92,1.82,14.7535826157581,8.51,2.06,19.8802867182543,5.91,0.6,22.755698187487,8.42,1.43,23.4372630654691,8.92,1.38,25.5322110284245,8.96,2.81,26.2705500513408,9.23,0.89,43.3604670177802,5.15,0.44,"5","8","8","8","8","9","7","9","7","8","11","C","C","C","C","C","R","L","R","L","C","C","right","C","C",4,29,-5,44,-1,1
"31",2018090907,3618,24.71,0.59,3.03,5,8.69013808866119,9.68,2.07,17.4881274011828,7.64,3.65,25.2727620176347,8.8,0.95,27.1129507800239,8.42,1.2,30.8569376315927,8.34,1.04,31.6356902880275,8.95,2.8,34.6955400592065,8.03,1.41,35.1571841875882,8.17,1.15,41.3439741679486,8.09,1.16,41.3690040972707,8.79,1.06,50.1219014004856,6.64,0.82,"4","4","5","8","8","7","7","8","7","9","11","L","L","C","C","C","L","L","C","L","R","C","left","C","C",4,31,5,54,10,0
"32",2018090907,3801,24.27,3.25,1.39,6,2.32723011324622,9.84,3.34,10.3896968194457,8.46,3.21,22.4154968715842,8.81,1.03,22.6327572337088,8.3,1.63,23.9967706160642,9.45,1.64,24.3876546637843,8.53,1.01,24.835897406778,8.91,1.1,27.228518138158,8.31,0.23,29.5000067796602,8.58,1.99,32.7521617607144,7.82,1.83,43.5958277820252,6.11,0.59,"6","5","6","5","9","6","5","8","8","5","8","R","C","R","C","R","R","C","C","C","C","C","right","L","L",4,39,-5,47,5,1
"33",2018090909,2106,50.97,1.86,1.68,8,17.8679881352099,7.96,0.11,18.9154169924958,8.08,2.36,19.9750344179929,8.69,1.77,21.7438359081373,8.43,1.56,23.5336461263443,9.02,1.35,24.4362947273109,8.08,1.53,26.9743581944038,8.75,1.11,27.0626402998673,8.17,1.63,33.0814509959887,7.63,1.24,39.3455359602586,7.79,1.11,52.4849168809478,5.76,0.32,"7","8","8","8","8","11","11","11","11","11","14","L","C","C","C","C","C","C","C","C","C","C","right","C","C",3,4,-21,55,0,1
"34",2018090909,2247,23.74,3.14,2.91,3,18.3460104654936,9.4,1.91,24.2673298902042,9.24,1.86,25.6442430186582,8.88,0.55,30.5152355389894,9.88,1.11,30.6889312293537,8.26,1.78,34.0201601995052,8.2,0.91,39.6474917239414,8.29,2.26,40.1629804670918,8.9,0.63,40.8612787367209,7.71,1.2,42.0208543463838,5.91,0.79,57.4059526530133,3.97,0.38,"5","5","9","8","9","9","8","8","9","8","12","C","C","R","C","R","R","C","C","R","C","R","left","L","L",3,30,21,57,0,0
"35",2018090909,3706,41.58,3.39,2.16,5,13.4030817351831,9.46,0.93,19.8396597753087,9.15,1.32,24.5072254651562,9.08,1.17,26.3143781989999,8.87,1.42,28.8195940290629,7.77,1.27,29.0652025625145,8.22,1.54,33.7626183818732,8.07,1.44,36.2922030193814,8.25,1.15,39.299430021312,7.77,0.95,40.7023254863896,6.15,0.29,56.7197196749067,5.13,1.6,"7","8","7","8","8","8","11","12","11","11","14","L","C","L","C","C","C","C","R","C","C","C","left","R","C",4,11,-18,59,44,1
"36",2018090909,918,26.03,2.68,2.17,5,14.6609481275939,10.35,1.53,25.4741947860968,8.62,1.64,28.3765290336926,8.83,2.81,29.1095259322442,9.31,1,30.3956740343095,6.72,1.65,30.5936937946368,8.82,1.6,33.3840261202869,7.75,2.84,36.8643594817542,7.86,1.19,38.9574704004251,6.52,4.82,45.5798694601027,6.63,1.96,56.8920047106797,3.91,0.51,"4","8","8","7","8","8","7","7","7","8","11","L","C","C","L","C","C","L","L","L","C","C","left","C","C",2,28,7,57,12,0
"37",2018090910,1047,45.25,2.94,1.17,6,15.7432048833775,9.05,2.01,22.7533250317399,4.78,3.29,23.0564047500906,8.42,2.33,23.3415188023402,8.97,2.25,27.01271552436,8.47,1.56,28.657215496276,7.93,1.38,31.536621569217,6.62,2.28,32.0434470680044,8.01,1.86,33.6086432335493,6.51,1.59,34.0167973213235,7.2,2.18,45.8918838140253,5.97,1.04,"8","8","9","9","9","11","11","12","7","12","11","C","C","R","R","R","C","C","R","L","R","C","left","C","C",2,14,0,51,30,1
"38",2018090910,1329,36.78,2.6,1.94,6,13.1960183388778,8.99,2.99,16.618471650546,7.03,1.19,17.7624350808103,8.12,1.47,18.7937782257853,7.85,2.35,22.4530198414378,8.23,1.77,23.3167793659416,7.2,2.84,24.5255866392631,7.22,2.08,25.1553990228738,7.58,2.39,31.2536157908169,8.84,0.84,37.1851435387844,6.66,2.1,43.6020607311168,5.89,0.54,"6","9","8","9","9","8","9","8","8","7","11","R","R","C","R","R","C","R","C","C","L","C","left","C","C",2,24,7,49,3,1
"39",2018090910,1582,17.75,0.36,1.48,3,20.0015249418638,8.95,2.69,25.0549416283495,8.91,0.57,25.8511140959147,9.4,2.34,26.0450551928768,7.95,2.19,26.8145725306222,8.85,1.16,29.2218308803538,7.13,2.09,30.5535366201689,8.2,1.67,31.5383401592411,8.08,2.06,44.9754510816734,7.66,3.38,49.3265942469172,7.13,0.29,52.9123142567021,4.82,1.15,"5","6","6","5","6","6","8","5","8","8","8","C","R","R","C","R","R","C","C","C","C","C","left","C","C",2,36,7,56,15,1
"40",2018090910,2550,40,0.91,1.77,4,6.8229392493265,7.23,4,15.9750336462869,8.52,2.46,18.0527255559929,9.16,1.6,18.276457534216,8.7,2.17,22.0524397743198,7.96,1.47,22.8600284339281,6.76,5.06,25.5601251953115,6.83,1.69,29.9061498692159,8.43,1.31,36.1945962817656,6.81,1.82,36.2747570632802,7.68,1.23,51.8405680910231,5.15,0.44,"4","8","8","8","8","7","8","8","10","11","11","L","C","C","C","C","L","C","C","L","C","C","right","R","R",3,20,-10,50,15,0
"41",2018090910,3477,32.93,3.44,0.47,5,12.5183784892453,8.21,1.83,19.4317292076645,9.97,0.72,20.0534909679088,8.7,1.79,22.2400292265995,7.87,1.58,23.1452046869325,9.13,1.3,24.8603861595109,8.03,1.01,27.2397503659633,4.98,1.98,35.4888729040526,8.17,1.39,35.8750567943801,8.07,2.5,46.3967671287558,5.79,1.98,53.2283533466892,5.01,0.74,"5","9","8","8","8","9","9","8","7","11","11","C","R","C","C","C","R","R","C","L","C","C","left","","",4,25,-8,52,-2,0
"42",2018090910,700,15.18,3.28,2.28,1,9.54258874729494,3.05,5.36,11.3265087295247,7.8,2.98,15.0083343512863,8.32,1.46,16.0440954871255,8.48,2.01,17.2189575758813,7.72,2.19,17.9655225362359,7.47,1.86,25.836365843516,7.18,0.72,28.8971175033082,7.43,2.52,34.3040653567474,5.91,1.68,40.3967189261702,6.53,1.38,49.007219876259,4.96,0.88,"1","2","4","5","4","5","4","4","7","8","7","L","C","L","C","L","C","L","L","L","C","L","right","R","R",1,45,0,51,14,1
"43",2018090912,1055,28.59,1.68,3.46,5,11.305573846559,8.97,3.01,18.9199286467999,9.16,2.42,29.9062217606972,9.43,1.82,30.8412467322578,9.88,1.03,32.1065538480853,9.42,0.82,37.4781069425872,9.15,0.91,38.826241126331,9.42,0.57,41.3477665660432,7.55,2.21,41.5441993544225,8.23,1.53,42.6771789133256,6.69,1.45,55.4501956714311,7.59,0.68,"4","5","8","8","8","7","8","8","8","7","11","L","C","C","C","C","L","C","C","C","L","C","right","C","R",2,19,-10,63,17,1
"44",2018090912,1149,27.21,2.63,1.08,5,13.4995407329287,8.81,2.1,15.9355483118718,6.55,1.55,19.779716883717,8.29,1.7,21.4536943205593,8.15,1.49,22.6261905764095,8.25,1.7,22.6336939097444,8.18,1.79,23.9303531106417,7.9,2.34,25.6851026861876,9.23,1.58,30.1499270314208,9.02,1.17,42.656500090842,7.62,1.43,51.0832193582198,5.29,0.78,"5","4","4","4","7","5","8","8","8","7","11","C","L","L","L","L","C","C","C","C","L","C","left","C","L",2,27,10,58,42,0
"45",2018090912,583,39.35,0.41,3.41,5,5.4613002114881,6.58,2.64,17.8463889904933,7.95,1.84,18.0600027685491,8.1,2.61,18.5259520673028,8.41,1.66,20.1610019592281,6.62,2.02,21.4458434201129,8.34,1.33,21.6562346681043,6.64,1.52,23.2900193215892,7.74,0.81,24.25159170034,5.03,4.12,27.6923545405587,8.32,1.07,45.0455913492098,4.23,0.57,"5","9","8","8","8","9","8","8","9","7","11","C","R","C","C","C","R","C","C","R","L","C","right","L","L",1,27,7,44,3,0
"46",2018091000,1545,45.33,2.69,2.78,5,4.49164780453677,5.13,3.44,7.3928681849469,7.51,3.55,24.0452282168417,9.12,1.53,26.3645007538546,8.75,2.16,28.1451096995553,8.43,0.77,28.3155805167403,5.98,2.15,35.7059462834974,6.71,1.09,40.0067456811973,7.27,1.04,40.9782881536064,3.96,2.19,41.5065103327177,6.61,0.94,44.3531667415079,4.72,0.5,"5","8","8","9","11","7","10","11","11","11","11","C","C","C","R","C","L","L","C","C","C","C","left","C","L",2,20,3,45,16,0
"47",2018091000,2626,33.46,2.57,0.99,6,6.94447262216506,5.07,2.31,25.0911059939573,8.93,1.05,26.8359553584366,8.75,1.76,30.423839336941,9.05,0.87,30.5600589004668,9.36,2.12,31.0267658643308,0.51,1.72,33.8101478849176,6.76,1.33,37.7092906324158,6,2.78,38.170472881535,8.28,3.34,45.4270514121267,6.43,1.78,51.0444639505598,5.17,0.09,"6","9","8","8","9","8","8","8","7","11","11","R","R","C","C","R","C","C","C","L","C","C","right","C","C",3,26,14,52,78,0
"48",2018091000,469,35.82,0.66,2.57,6,17.8538091173844,5.11,3.14,22.0535756737995,4.94,3.39,23.6104426049153,8.47,1.92,27.1398397194972,9.87,0.89,30.788635890536,8.41,1.96,31.3684076739639,8.84,1.73,31.6756515323679,9.04,1.16,33.1944829753379,7.44,1.59,33.9063681334348,9.02,1.58,40.82834799499,8.67,1.82,49.960421335293,6.1,0.79,"9","8","9","8","8","9","8","8","9","7","11","R","C","R","C","C","R","C","C","R","L","C","right","L","L",1,20,-7,55,43,0
"49",2018091001,2840,63.05,2.39,2.36,8,3.38337109995342,6.6,1.85,3.67009536660834,3.32,0.25,6.14163658970473,4.5,1.24,9.19483550695715,6.57,0.97,9.4968889642872,6.13,1.1,9.71869332780904,7.06,1.08,10.9446653672006,7.43,1.93,12.6476756757912,5.82,0.86,14.6152967811126,5.9,1.8,17.974061867035,6.83,1.6,35.4223672275019,3.62,0.24,"8","8","7","8","8","11","10","11","11","10","11","C","C","L","C","C","C","L","C","C","L","C","right","","",3,13,0,35,0,0
"50",2018091001,384,20.28,7.1,2.67,1,11.0016907791484,10.1,1.88,16.589698610885,9.66,2.58,27.7931538332734,9.36,1.35,27.9367947338273,9.37,1.28,32.8608003554387,7.91,0.97,33.4370004635583,8.76,1.05,34.8968222048942,8.79,1.08,37.0728053969483,8.52,1.16,38.7968684303257,9.16,0.85,40.9494676400072,7.92,4.01,52.7915012099485,6.88,0.24,"4","5","5","7","8","8","8","8","7","9","8","L","C","C","L","C","C","C","C","L","R","C","left","R","R",1,33,7,62,10,1
