"","gameId","playId","return_x","return_s","return_a","return_zone","def1_dist","def1_s","def1_a","def1_zone","def2_dist","def2_s","def2_a","def2_zone","def3_dist","def3_s","def3_a","def3_zone","def4_dist","def4_s","def4_a","def4_zone","def5_dist","def5_s","def5_a","def5_zone","def6_dist","def6_s","def6_a","def6_zone","def7_dist","def7_s","def7_a","def7_zone","def8_dist","def8_s","def8_a","def8_zone","def9_dist","def9_s","def9_a","def9_zone","def10_dist","def10_s","def10_a","def10_zone","def11_dist","def11_s","def11_a","def11_zone","playDirection","returnDirectionIntended","returnDirectionActual","quarter","yardlineTotal","receiveTeamScoreDif","kickLength","kickReturnYardage","receiveTeamHome"
"11",2019100604,2186,51.91,3.04,1.55,7,5.51094365785026,8.04,4.35,7,7.64306875541493,7.38,4.77,7,22.9994369496299,8.24,1.36,11,28.3884642064343,8.39,1.13,11,34.0587859443052,8.33,0.26,10,38.3629573938194,7.17,0.68,11,38.4532183308498,7.56,0.93,11,40.5349096458843,7.5,0.28,11,41.2020679092688,7.91,2.34,10,41.3229052705639,6.51,0.7,10,51.4230230538812,1.7,1.26,14,"left","R","R",2,18,11,41,15,0
"12",2019102009,2510,43.09,2.07,0.98,4,12.2447743956351,5.28,3.72,8,16.9856557129832,6.6,1.28,7,20.0124960961895,7.53,2.59,7,26.3683825821759,9.15,1.23,8,26.4530244017579,7.77,0.85,8,28.0683059695451,8.34,1.97,8,28.9010812946505,6.17,2.34,8,32.9433589665656,8.31,1.18,10,33.0333119744297,7.76,1.24,11,41.0288008598838,7.18,0.6,11,47.6587043466354,4.94,0.58,11,"right","R","C",2,22,2,45,0,0
"13",2019092211,3324,29.22,1.68,1.91,4,3.84252521136817,7.82,4.31,5,4.83993801613202,4.85,5.31,4,17.5268023324279,9.33,2.13,5,19.8546165916142,7.97,1.85,5,20.4143209536835,8.11,3.32,5,20.9656480939655,6.54,1.86,7,22.1725596176896,8.42,1.76,8,25.1308973178436,8.66,1.6,8,27.6865346332834,7.43,2.09,8,29.0367009145323,6.95,2.22,8,46.4831539377439,6.04,0.86,11,"right","C","C",4,28,-13,54,1,1
"14",2018102109,3906,61.23,3.31,3.51,8,3.96164107410048,6.14,5.31,8,15.3960059755769,8.48,2.15,11,16.3822251235905,8.06,1.79,11,18.6075925363815,7.87,1.45,11,22.565303011482,6.85,3.49,10,24.4810334749169,7.19,1.44,10,26.2412137676595,8.48,1.98,12,28.4883362097543,8.89,1.62,11,29.0435552231472,6.15,2,12,32.1630253552119,7.5,1.89,11,45.4794382111301,4.31,0.41,14,"right","C","C",4,5,-7,43,32,0
"15",2019100606,1574,52.97,0.98,1.22,9,7.46738240617152,8.08,2.46,9,14.4824341876633,8.56,3.84,9,17.4750479255423,8.71,1.72,9,22.6534324110056,7.11,2.16,12,23.365104322472,7.21,2.16,12,24.3125173521789,9.23,2.01,11,25.5178388583359,7.45,2.25,11,26.4098182500372,7.85,1.61,11,33.7765081084472,8.2,0.59,12,35.6633705642078,8.16,1.22,11,45.3245683928706,5.93,0.35,14,"left","L","L",2,8,14,49,8,1
"16",2020112904,283,53.94,4.3,1.09,8,6.10656204422751,6.02,1.24,8,11.6098794136718,3.84,0.44,7,22.6063906893604,8.6,2.26,10,26.2558793415875,8.4,1.76,11,28.122421659594,3.36,2.62,11,29.6371726046868,7.77,2.44,11,36.2516234119246,5.75,0.63,11,37.8343864757974,5.53,0.91,11,44.2404000886068,5.18,0.84,14,46.0328545714906,5.14,3.37,12,48.6094970144724,0.99,2.03,14,"left","C","C",1,9,0,47,6,1
"17",2019120111,2160,28.04,3.11,1.39,4,19.8523172450976,2.94,2.31,5,28.0644436966066,8.76,1.96,7,32.3653672928332,8.73,2.9,7,32.8339961016018,8.36,2.55,8,32.95776994883,8.67,1.17,7,36.6080988307232,8.27,0.93,7,41.9070841266724,8.63,0.92,8,42.1357852662081,8.14,1.05,7,43.3467841944475,8.27,2.81,8,52.1047646573708,4.48,1.36,12,57.3519276049201,5.33,1.17,11,"left","R","R",3,24,11,59,14,1
"18",2020120609,410,39.91,2.98,1.42,6,7.0782059873954,6.96,1.57,6,13.4073487311996,8.53,2.7,9,15.5199226802198,8.6,0.41,5,16.4141707070446,8.11,1.36,9,16.7085517026462,8.68,1.22,9,20.3170101146798,7.87,0.61,8,24.4382834912766,6.09,3.59,8,26.3590762357105,7.18,2.4,8,31.8924207296969,8.98,0.75,9,32.3223343835188,8.21,2.39,7,36.1486334458165,7.37,0.86,11,"right","L","L",1,25,3,46,5,1
"19",2019121507,847,26.6,2.53,1.61,5,13.1487375819886,9.64,2.78,5,23.4079495043885,8.6,0.74,8,23.6728050724877,9.58,1.19,9,27.1896322152397,9.32,1.02,8,27.7824710923993,7.26,3.6,9,28.9024652927739,9.47,2.04,9,29.7170405659783,9.99,0.96,9,30.3441921955421,7.55,1.63,8,30.6589057208505,9.08,1.57,8,31.5581827740445,8.05,2.37,8,58.4581773578342,4.96,0.34,11,"left","C","C",1,24,0,60,8,1
"20",2020092707,2623,34.65,2,5.1,4,1.9578815081613,7.7,4.84,5,11.3493259711755,8.78,2.5,4,16.7506925229974,8.07,1.68,8,19.5250659409898,7.96,2,8,22.0034224610627,6.95,2.78,8,27.6970178900184,6.83,1.95,8,29.6598381654385,8.67,1.71,8,30.5399148656312,8.44,2.87,9,33.0091926590155,7.17,2.38,8,33.2302407454415,8.25,3.25,6,48.5329929017364,4.61,0.43,11,"right","L","L",3,32,-1,43,12,1
"21",2020101806,575,42.85,4.48,0.8,5,8.23301888738269,9.08,2.35,8,8.44289642243704,9.08,2.32,8,9.84662886474351,1.97,2.72,7,12.7871067876983,4.58,3.28,8,13.1064449794748,5.99,4.52,8,21.5513363854774,8.23,1.07,8,21.664588618296,8.13,0.84,7,23.4648673552611,8.21,1.77,8,29.6148358091008,7.01,2.2,8,33.1761736793139,7.15,1.52,11,36.1282341112875,6.64,2.53,11,"right","R","R",1,24,-10,44,4,0
"22",2018093010,212,27.85,1.93,2.73,5,15.1667959701448,9.18,2.3,5,20.0147945280485,9.71,1.53,5,27.0861606729341,9.22,1.2,8,28.0230351675189,9.13,1.93,8,28.6568403701455,9.31,1.54,7,29.6740172541569,7.19,1.86,8,34.2038185002786,8.47,1.38,8,34.8217432073697,9.66,1.1,7,39.4311158858077,9.12,0.58,8,45.7070333756196,9.3,1.39,10,54.1180274954659,5.51,0.13,11,"right","C","C",1,28,7,55,-3,0
"23",2020091400,1643,48.59,2.08,1.86,8,5.89298735786867,8.59,4.15,8,14.8734663074886,8.96,1.65,8,20.165864722347,9.37,1.38,8,27.6575414670213,8.17,2.21,12,30.1390013105942,9.85,1.03,10,33.0263970181429,8.76,0.94,11,36.8752708464629,8.12,1.02,11,37.3394924978902,7.9,1.68,12,41.0561396139481,8.55,0.44,11,58.6540365192371,3.1,2.04,14,59.2272724342427,4.15,2.1,14,"left","C","C",2,12,1,50,11,1
"24",2018112504,3982,39.35,3.21,1.85,5,19.2417904572314,7.56,2.56,9,27.5531813045245,8.06,1.67,8,36.2751292209966,9.35,1.27,12,36.8661931856274,7.95,1.64,11,38.615464518765,8.92,1.84,11,39.6070056934376,10.13,1.83,10,40.0515517801745,9.17,0.56,12,46.4467781444526,4.78,1.44,10,49.1467191173531,6.61,1.77,11,52.3558229808299,6.72,1.18,11,55.0598919359637,5.79,1.01,11,"left","C","C",4,10,0,62,14,1
"25",2020110806,3667,36.85,2.39,4.45,6,5.89643960369306,8.57,3.04,6,16.1548289994045,9.17,2.35,9,31.658371720605,7.74,2.38,8,33.0800846431807,8.15,0.8,9,33.884326760318,8.22,1.15,8,36.4649489235896,8.22,0.64,12,39.0010384477132,7.85,1.9,7,40.6328795435421,6.05,1.1,8,42.0954546239852,7.04,2.5,11,46.077163541173,6.97,0.65,11,53.341379809675,4.11,1.29,11,"left","R","R",4,27,-14,46,12,0
"26",2018102802,498,25.45,2.57,3.33,6,18.7127363044532,9.88,1.81,5,30.1411894257675,8.05,2,9,31.2502831987168,9.04,1.43,8,31.626680192521,8.69,1.19,8,31.9818573569454,8.85,1.44,8,34.3964198718413,6.85,1.08,9,34.6560066943669,8.91,1.3,8,34.8076830599223,8.12,1.57,8,43.359439572024,8.73,1.11,7,48.6870537206761,7.97,0.88,12,53.5025158286972,6.07,0.35,11,"right","L","L",1,30,0,55,7,1
"27",2019102710,465,18.92,0.81,6.92,1,5.28466649846516,3.34,3.67,4,16.5511963313834,8.38,2.21,4,25.8045887392146,6.63,2.65,4,27.1941942333286,8.49,3.34,4,28.3364112053732,7.59,2.08,4,31.923911101242,7.99,1.69,7,35.0796422444699,7.85,1.45,5,38.8658320379225,8.62,1.19,8,49.1185199288415,6.17,1.35,8,57.5603657041892,7.23,2.15,9,59.9230648415116,2.84,1.02,11,"right","","",1,40,0,51,2,0
"28",2020101811,1933,16,3.13,1.17,2,20.6734926899158,9.4,2.4,6,22.18605868558,9.57,1.92,4,27.3829143810516,9.12,1.43,5,30.2330365659819,10.11,1.1,5,34.5680213492181,8.41,2.15,8,38.8354734746469,9.27,0.61,8,41.5867791491479,7.71,1.78,8,45.5212093424593,8.2,1.56,7,46.211489913224,8.86,1.23,9,54.7611194187993,7.39,0.89,8,57.0346087915048,6.28,2.11,7,"right","C","C",2,32,15,63,8,1
"29",2019091511,3737,30.77,0.62,1.11,5,14.8200134952705,9.08,1.92,5,16.6424817860799,7.69,3.3,5,16.7996220195575,9.56,1.82,4,19.5281565950297,8.7,1.86,8,22.6602493366688,9.14,1.06,8,25.3789538791496,9.3,1.17,8,26.7309745426537,8.76,1.47,8,27.7988147229338,7.78,1.95,8,28.1484102570643,6.74,1.91,8,37.1881661284877,7.27,0.98,9,48.4792295730862,5.52,0.44,11,"right","C","C",4,28,-7,51,17,1
"30",2020110110,3240,29.92,6.82,3.67,4,10.301660060398,2.26,5.14,1,13.3303038224941,6.1,4.64,4,15.5288441295545,8.68,2.17,4,17.9086487485796,7.51,2.03,4,22.748162563161,7.5,0.32,7,23.9618884898499,6.98,1.88,7,24.0048849195325,5.67,1.49,7,27.621754107949,5.88,2.53,8,30.9876830369745,5.62,2.18,7,39.5471288464789,4.99,0.61,7,43.0542378866471,8.07,2.53,8,"left","R","R",4,39,-6,40,4,0
"31",2019101300,884,32.76,3.51,1.05,5,3.62107718779924,3.51,5.92,6,4.45279687387601,6.85,3.23,6,20.4243408706377,8.33,1.45,8,26.2649271843651,8.18,1.5,8,27.6295276832594,9.83,0.95,8,34.0093001986221,8.83,1.93,9,37.5909696602788,8.26,1.18,9,37.8298638644127,7.98,1.87,9,39.5544232671897,6.67,1.79,11,48.0445064497493,6.2,0.42,11,50.43171720257,4.12,0.3,11,"left","C","C",2,28,10,49,10,0
"32",2018101411,1915,27.89,2.48,4.76,6,9.20404259007964,6.65,3.22,6,10.7447847814649,8.85,2.2,5,19.4793223701442,8.17,2.16,6,20.5596546663605,8.53,2.36,9,21.5275497909075,8.74,1.07,5,22.613314661942,8.46,2.21,9,27.1975090771195,8.36,1.58,8,31.8902132322755,7.87,1.94,8,32.0540122293606,7.47,2.78,8,40.8247890380342,7.62,2.89,7,48.9771620247642,4.83,0.87,11,"right","R","R",2,37,14,45,26,0
"33",2019111009,3979,16.55,2.43,2.29,2,13.5495571883365,6.05,0.83,4,17.6859096458169,9.42,1.33,5,23.2510752439538,7.71,0.53,5,24.0782578273429,9.4,0.83,4,31.6667728068397,6.94,2.34,8,33.0281001572903,8.82,0.82,8,35.3271368780432,8.9,2.03,7,36.4111466449493,8.42,0.87,8,37.3781607359164,8.79,1.65,7,48.9207737060648,7.36,0.89,8,51.7856910738864,2.1,3.15,8,"right","","",4,38,4,56,-1,1
"34",2018092400,3619,27.38,2.43,1.75,5,12.5850586013733,9.43,2.01,5,16.1319713612441,8.68,2.31,5,19.6198369004434,9.06,1.06,5,35.3351227534305,8.14,0.44,8,39.0642880390773,7.36,0.59,8,39.356232035092,7.58,0.59,8,39.5675384627348,8,1.16,9,40.4292394190146,8.1,1.19,9,44.1667125785925,4.68,2.82,8,51.2819422409097,4.06,0.81,11,54.0810844935639,2.82,0.94,11,"right","R","R",4,37,-10,46,0,1
"35",2018093011,2906,28.52,1.3,3.65,5,23.6170108184757,8.75,0.99,8,28.5566191976571,8.54,0.47,7,30.0063609922963,9.12,0.81,8,32.3173668481824,9.12,1.66,8,33.0907721275887,9.2,0.83,8,35.6197810212247,8.47,1.31,8,43.1093887685734,7.7,1.71,7,43.3865428445273,7.32,1.28,9,45.0134935324953,7.72,1.48,11,46.7427267069434,8.23,0.31,11,48.7868916820902,6.9,1.32,11,"left","C","C",4,27,9,55,8,0
"36",2019112404,2458,29.78,3.11,1.16,6,8.41203899182593,2.68,5.25,6,10.7370619817527,9.48,2.16,6,17.5666189120161,8.02,2.78,6,20.7060981355735,9.67,1.48,9,23.2161258611337,8.92,1.35,9,27.1211246079509,8.35,0.64,8,28.4673725517477,8.38,0.83,8,28.5001070173429,8.46,1.02,9,31.4840975732194,7.6,2.27,8,36.1363487364177,7.98,2.12,8,48.399489666731,5.43,0.87,11,"right","C","C",3,29,25,53,4,1
"37",2020121310,2075,36.13,3.04,3.47,4,10.5842004894087,5.94,2.24,4,11.2571088650683,8.41,3.68,5,22.7623592801801,9.2,1.5,7,27.2754486672539,8.92,1.79,8,27.7098827135735,9.09,1.12,7,30.1377271870325,8.55,1.58,8,31.0874588861811,7.35,2.1,8,37.9564092084591,7.55,1.57,8,42.6383594900179,7.62,0.5,11,48.3522926033503,3.53,1.27,11,51.5924926709303,3.86,0.72,11,"left","C","C",3,22,7,52,6,0
"38",2018120201,710,29.28,1.96,1.05,6,19.5718164716513,9.22,1.79,5,22.9836333072036,9.21,1.71,6,25.2529305230106,9.17,1.36,8,27.1690798519199,9.34,1.81,8,28.4586524628275,7.92,2.09,8,33.9981087709302,9.33,1.47,9,35.5079061618677,8.75,0.92,8,38.7193917824131,8.75,1.38,9,41.632661457082,8.18,1.03,7,43.7061791969968,6.69,1.65,8,57.7093579933099,4.32,0.57,11,"right","L","L",1,24,0,58,4,1
"39",2020091309,437,20.57,3.07,1.13,1,7.20011111025379,4.74,1.93,4,19.9578004800128,8.99,1.14,4,22.9653521636399,6.7,2.01,5,24.594749439667,9.16,0.98,4,29.0185389018813,8.93,1.6,5,31.0801608747445,8.08,2.57,7,31.3553265012502,9.62,1.6,5,32.2179220310684,5.7,2.33,8,33.4714923479668,7.36,2.25,8,42.0288591327435,7.76,2.56,9,53.766346351598,4.51,0.96,11,"right","R","R",1,37,0,53,7,0
"40",2018092308,150,41.26,5.41,2.24,5,2.96001689184369,5.34,4.64,5,11.6937461918754,8.29,3.8,8,14.4646914934263,8.15,2.08,8,14.5176616574433,8.66,3.39,8,15.0188215250065,8.99,1.62,8,16.4451147761273,8.45,2.58,8,16.6148517898897,7.88,1.44,8,19.9956645300925,7.33,4.7,9,22.5004888835776,8.49,3.42,9,25.3352008083615,8.3,1.77,8,34.3415346191751,6.13,1.22,11,"left","C","C",1,29,0,39,0,1
"41",2018121611,2264,20.81,3.54,1.5,2,7.9154785073298,8.23,2.88,5,11.6293980927647,9.13,3.12,5,15.3632548634721,8.9,1.8,5,23.1882038976718,8.38,0.84,4,23.4700340860426,8.63,2.59,5,26.0685883775858,8.38,1.5,5,32.075082229045,8.1,0.35,7,33.6596330936628,8.58,2.4,8,34.3907109551402,6.92,1.72,8,39.084649160508,7.47,1.18,8,41.623611087939,6.96,1.26,8,"right","R","C",3,34,0,56,-5,1
"42",2018092311,1847,43.3,0.41,4.73,6,6.88035609543577,9.4,2.18,9,22.8675228216788,9.42,1.67,9,26.8096120822365,9.1,2.59,8,28.7187760881274,9.11,1.1,9,30.4668114511512,8.62,1.71,9,36.2039169151627,7.79,1.43,11,36.6677637714655,9.04,1.04,12,38.4189081052546,8.67,1.46,11,44.1255028299962,7.97,1.01,11,49.5256216518279,7.95,0.83,7,58.1824827589886,4.09,1.95,15,"right","C","C",2,12,-11,54,3,0
"43",2018101405,135,36.63,2.05,4.11,4,4.84484261870291,10.54,0.67,4,13.8721051034081,9.37,2.47,4,24.3607306951167,9.25,1.14,7,25.5906232827573,8.17,1.61,7,26.6676076917297,8,1.1,8,31.6831516740365,7.52,1.7,7,35.9130463759342,8.96,1.05,10,37.1945910046071,8.01,1.75,7,41.2809798817809,9.02,0.58,8,43.005980979394,8.32,0.94,8,55.3179627245979,3.65,0.69,11,"right","R","R",1,23,0,51,5,1
"44",2018101400,1655,49.25,1.18,4.3,9,5.32218939911011,8.74,3.1,9,8.26574255587481,7.49,3.58,9,27.9725758556483,8.4,1.71,11,29.9661976233222,8.31,1.51,11,30.2740697627524,8.45,1.64,12,32.7928193359461,9.12,0.71,12,34.9989371267186,8.71,1.55,11,37.3266406203398,8.73,0.9,12,40.9364702923933,7.47,1.71,12,41.3038170148958,8.09,0.96,11,44.3908875784209,6.18,1.03,11,"left","L","L",2,10,-15,51,9,0
"45",2019122205,3486,36.82,1.33,4.65,4,7.45405258902834,8.32,2.17,4,14.037556767472,7.38,2.72,8,14.2348937474082,2.62,7.98,4,15.2365908260345,7.81,1.55,7,17.1801047726724,6.37,1.95,8,17.8584713791523,8.63,1.65,7,20.5714000495834,7.5,2.56,8,26.1565383795333,8.17,2.41,7,28.7262266926932,5.54,2.72,7,29.3516967141595,7.73,0.93,8,41.7091081180118,6.62,1.09,10,"right","R","R",4,27,-12,47,7,0
"46",2018090910,3477,32.93,3.44,0.47,5,12.5183784892453,8.21,1.83,5,19.4317292076645,9.97,0.72,9,20.0534909679088,8.7,1.79,8,22.2400292265995,7.87,1.58,8,23.1452046869325,9.13,1.3,8,24.8603861595109,8.03,1.01,9,27.2397503659633,4.98,1.98,9,35.4888729040526,8.17,1.39,8,35.8750567943801,8.07,2.5,7,46.3967671287558,5.79,1.98,11,53.2283533466892,5.01,0.74,11,"left","","",4,25,-8,52,-2,0
"47",2020121900,3023,62.46,3.66,1.92,8,8.45653593382066,3.82,4.2,8,18.313123709515,8.38,2.76,11,25.9349050509155,6.97,2.02,12,26.7690306137522,8.46,1.37,11,27.2968166642193,8.28,1.96,11,32.9235067998535,6.52,2.87,10,36.0249149894903,7.63,0.71,15,37.635719735379,7.09,2.73,15,42.0594067956266,4.81,0.75,14,43.4551090206894,5.71,0.94,14,55.9953899888196,1.33,1.31,14,"right","L","C",3,5,22,43,0,0
"48",2018101800,284,34.02,4.79,1.6,6,3.36542716456619,8.44,2.55,6,23.9005020867763,8.82,1.76,8,24.6407508002496,10.21,1.34,9,26.2241453626234,8.87,1.63,9,32.0732411832668,9.31,1.37,9,34.5614467289782,9.42,1.16,8,36.9798134121848,7.84,1.63,8,44.1305347803536,7.43,1.45,8,45.5666215556958,8.76,1.18,8,55.975524115456,5.71,0.41,7,56.834429705945,4.43,0.41,11,"right","C","C",1,23,7,54,0,0
"49",2019110301,2638,37.95,1.93,1.93,5,9.23231281965684,8.33,3.28,5,10.1624258914887,8.8,2.19,6,16.4276382964807,8.68,2.57,8,17.5968548326114,8.54,1.49,8,18.7738461696052,8.54,1.13,8,19.0137976217272,7.2,2.88,8,19.492370302249,8.35,1.08,8,20.3468031887076,9.39,1.52,9,21.5081124229905,9.16,1.19,9,30.1071486527702,8.73,1.43,8,43.3073030792729,4.57,0.76,11,"right","L","L",4,26,-8,46,0,0
"50",2018122307,597,33.13,1.67,2.79,5,10.4568637745741,8.66,3.2,5,15.6790943616014,3.48,1.36,6,18.7900638636488,9.73,1.13,8,20.4041882955436,8.3,1.04,8,28.3828839267612,8.13,1.15,8,29.6268121808608,6.56,2.34,8,32.1327947741867,8.48,1.05,8,32.5688685710757,8.22,2.04,8,35.3226782676512,6.89,1.11,8,41.4071455186179,6.42,1.5,7,42.6910353587261,5.91,0.64,11,"right","C","C",1,31,3,46,9,1
"51",2018102803,4054,29.21,2.76,0.4,6,13.317886468956,9.86,2.24,6,17.9452054878176,7.68,0.68,5,28.7471737741295,9.56,1.75,8,29.997348216134,8.27,0.77,8,32.4257336077382,8.57,1.05,9,33.6037155683713,6.86,2.64,8,34.2227716586486,8.39,1.71,8,36.1342635181624,8.44,1.12,9,37.0382747978358,9.26,0.81,9,40.8632903716771,6.99,0.33,8,57.8616850774327,5.22,0.43,11,"right","C","C",4,21,8,61,12,1
"52",2021010315,175,30.25,2.73,2.86,5,9.54739755116545,7.97,3.63,6,14.8612146206156,8.37,2.99,5,20.7865773998511,7.32,0.71,8,21.0344954776672,9.04,1.18,8,22.1738336784598,6.62,1.43,8,24.3002818913691,8.51,2.37,8,25.7358835092172,7.71,2.49,9,26.1406235579796,7.44,2.32,8,29.756942047193,8.39,1.02,8,39.8475896385214,6.03,1.86,8,44.2167897975418,6.66,1.66,11,"left","C","C",1,33,0,47,5,1
"53",2020113000,1018,30.36,1.88,1.56,6,5.02523631285137,9.31,4.08,6,16.8329438898845,6.08,2.49,6,16.9934016606446,8.65,1.64,6,17.76173414957,9.25,1.92,6,20.8846570476989,9.28,2.8,9,27.1801490062141,7.88,2.78,8,28.5115573057664,8.62,3.01,9,31.62110213133,6.91,3.65,8,32.5810144102359,8.6,2.59,9,38.5382264770967,5.8,1.88,8,52.8003503776253,5.33,0.97,12,"left","L","L",1,23,0,57,7,1
"54",2020120700,3818,23.35,5.49,1.39,1,9.16075324413884,9.65,2.94,4,11.2604307200036,10.19,1.92,5,27.219823658503,9.39,2.4,8,30.9694575348035,8.74,1.81,7,37.7210869408611,8.07,2.75,8,38.9123990522301,8.95,0.88,7,43.3202954745233,8.6,0.5,7,45.4137038788954,7.54,3.08,8,47.7746009925776,8.31,2.22,7,49.4107761525763,8.73,2.38,8,60.5211450651754,5,0.14,10,"right","R","R",4,21,-17,68,16,1
"55",2018111809,3815,46.72,2.76,3.73,6,6.43460177477984,9.04,2.49,9,14.4456533254817,9.03,3.44,9,17.5970253167972,7.11,2.09,9,19.6093268624907,8.52,1.72,9,19.6542616243908,8.72,3,9,20.6656357269744,7.88,1.43,9,23.6160813853611,7.86,1.28,9,26.1869929545185,7.73,0.84,8,29.2196235430917,8.33,1.02,8,32.5091556334519,7.35,1.14,8,47.0408588356973,5.92,0.63,12,"right","","",4,14,-41,49,-2,0
