"","gameId","playId","off2_dist","off2_s","off2_a","off3_dist","off3_s","off3_a","off4_dist","off4_s","off4_a","off5_dist","off5_s","off5_a","off6_dist","off6_s","off6_a","off7_dist","off7_s","off7_a","off8_dist","off8_s","off8_a","off9_dist","off9_s","off9_a","off10_dist","off10_s","off10_a","off11_dist","off11_s","off11_a","return_x","return_s","return_a","return_zone","def1_dist","def1_s","def1_a","def2_dist","def2_s","def2_a","def3_dist","def3_s","def3_a","def4_dist","def4_s","def4_a","def5_dist","def5_s","def5_a","def6_dist","def6_s","def6_a","def7_dist","def7_s","def7_a","def8_dist","def8_s","def8_a","def9_dist","def9_s","def9_a","def10_dist","def10_s","def10_a","def11_dist","def11_s","def11_a","def1_zone","def2_zone","def3_zone","def4_zone","def5_zone","def6_zone","def7_zone","def8_zone","def9_zone","def10_zone","def11_zone","def1_side","def2_side","def3_side","def4_side","def5_side","def6_side","def7_side","def8_side","def9_side","def10_side","def11_side","playDirection","returnDirectionIntended","returnDirectionActual","quarter","yardlineTotal","receiveTeamScoreDif","kickLength","kickReturnYardage","receiveTeamHome"
"11","2019100604","2186",6.62591880421123,7.16,4.05,7.09145965228598,7.68,4.21,33.4013472782162,7.88,0.37,38.5979649722625,6.08,0.42,39.2820391527731,6.59,0.9,40.6254267669892,6.98,3.56,46.4380619750652,6,1.24,49.375155695957,3.03,0.93,51.1657707847737,3.22,1.1,54.3313767541372,3.32,0.27,51.91,3.04,1.55,"7",5.51094365785026,8.04,4.35,7.64306875541493,7.38,4.77,22.9994369496299,8.24,1.36,28.3884642064343,8.39,1.13,34.0587859443052,8.33,0.26,38.3629573938194,7.17,0.68,38.4532183308498,7.56,0.93,40.5349096458843,7.5,0.28,41.2020679092688,7.91,2.34,41.3229052705639,6.51,0.7,51.4230230538812,1.7,1.26,"7","7","11","11","10","11","11","11","10","10","14","L","L","C","C","L","C","C","C","L","L","C","left","R","R",2,18,11,41,15,0
"12","2019102009","2510",7.15118172052703,2.2,5.7,10.4942365134392,6.42,4.72,16.6732480339015,6.52,0.45,21.6008564645016,6.13,2.81,25.9566561790998,6.66,1.91,28.5113486176996,8.78,1.93,32.7658984311433,6.5,2.65,40.8671224825042,6.47,0.82,41.8716944964017,7.1,0.34,43.0661874328341,5.71,1.26,43.09,2.07,0.98,"4",12.2447743956351,5.28,3.72,16.9856557129832,6.6,1.28,20.0124960961895,7.53,2.59,26.3683825821759,9.15,1.23,26.4530244017579,7.77,0.85,28.0683059695451,8.34,1.97,28.9010812946505,6.17,2.34,32.9433589665656,8.31,1.18,33.0333119744297,7.76,1.24,41.0288008598838,7.18,0.6,47.6587043466354,4.94,0.58,"8","7","7","8","8","8","8","10","11","11","11","C","L","L","C","C","C","C","L","C","C","C","right","R","C",2,22,2,45,0,0
"13","2019092211","3324",3.97920846400386,7.89,3.48,7.35753355411989,3.83,4.51,13.0022305778662,7.21,2.18,19.017752233111,9.69,2.08,20.2763556883381,8.79,2.42,20.9717381253915,5.88,1.96,23.22366465483,8.91,1.36,27.5531196055909,7.77,0.83,28.2778570616658,7.79,2.35,38.9241544545286,9.25,1.58,29.22,1.68,1.91,"4",3.84252521136817,7.82,4.31,4.83993801613202,4.85,5.31,17.5268023324279,9.33,2.13,19.8546165916142,7.97,1.85,20.4143209536835,8.11,3.32,20.9656480939655,6.54,1.86,22.1725596176896,8.42,1.76,25.1308973178436,8.66,1.6,27.6865346332834,7.43,2.09,29.0367009145323,6.95,2.22,46.4831539377439,6.04,0.86,"5","4","5","5","5","7","8","8","8","8","11","C","L","C","C","C","L","C","C","C","C","C","right","C","C",4,28,-13,54,1,1
"14","2018102109","3906",4.66104065633417,7.27,2.64,7.18956187816754,3.95,6,21.6459349532424,8.08,1.3,26.8155850206554,9.05,1.43,27.9113525290338,7.99,0.89,28.5277426376501,5.59,4.33,29.1510977494845,5.35,2.07,29.8357134990937,6.85,0.62,31.8736019301239,7.62,0.91,32.1748286708725,6.38,0.66,61.23,3.31,3.51,"8",3.96164107410048,6.14,5.31,15.3960059755769,8.48,2.15,16.3822251235905,8.06,1.79,18.6075925363815,7.87,1.45,22.565303011482,6.85,3.49,24.4810334749169,7.19,1.44,26.2412137676595,8.48,1.98,28.4883362097543,8.89,1.62,29.0435552231472,6.15,2,32.1630253552119,7.5,1.89,45.4794382111301,4.31,0.41,"8","11","11","11","10","10","12","11","12","11","14","C","C","C","C","L","L","R","C","R","C","C","right","C","C",4,5,-7,43,32,0
"15","2019100606","1574",8.32972988757739,6.9,2.86,15.1400132100339,8.52,1.38,18.53903988884,9.4,1.26,21.2960677121388,5.2,0.43,22.2524155992108,8.65,1.44,25.2916290499446,7.41,1.61,27.1291171990539,7.08,1.15,29.8272710786622,5.92,1.13,39.4703965016821,7.17,2.29,45.9267351332533,7.28,2.29,52.97,0.98,1.22,"9",7.46738240617152,8.08,2.46,14.4824341876633,8.56,3.84,17.4750479255423,8.71,1.72,22.6534324110056,7.11,2.16,23.365104322472,7.21,2.16,24.3125173521789,9.23,2.01,25.5178388583359,7.45,2.25,26.4098182500372,7.85,1.61,33.7765081084472,8.2,0.59,35.6633705642078,8.16,1.22,45.3245683928706,5.93,0.35,"9","9","9","12","12","11","11","11","12","11","14","R","R","R","R","R","C","C","C","R","C","C","left","L","L",2,8,14,49,8,1
"16","2020112904","283",5.02080670808985,4.92,2.67,11.7534888437434,3.22,1.01,22.3073306336729,8.86,1.56,22.6378179160448,9.06,2.55,26.8258121964648,8.7,0.78,29.5063535530909,7.74,1.22,35.9865822217115,5.63,0.53,43.1297808944122,5.24,0.9,45.0932589197099,4.84,2.07,48.2658398870257,0.09,0.83,53.94,4.3,1.09,"8",6.10656204422751,6.02,1.24,11.6098794136718,3.84,0.44,22.6063906893604,8.6,2.26,26.2558793415875,8.4,1.76,28.122421659594,3.36,2.62,29.6371726046868,7.77,2.44,36.2516234119246,5.75,0.63,37.8343864757974,5.53,0.91,44.2404000886068,5.18,0.84,46.0328545714906,5.14,3.37,48.6094970144724,0.99,2.03,"8","7","10","11","11","11","11","11","14","12","14","C","L","L","C","C","C","C","C","C","R","C","left","C","C",1,9,0,47,6,1
"17","2019120111","2160",16.5115353616797,8.02,2.2,19.431152822208,6.33,1.83,26.9612036081478,8.2,1.97,31.0907832001704,8.13,1.86,32.2424580328486,8.42,1.85,33.6090017703591,6.88,1.12,33.6444720570854,7.67,1.34,41.1072280748775,7.74,0.96,50.1374520692865,5.84,3.63,54.9977163162254,6.2,0.62,28.04,3.11,1.39,"4",19.8523172450976,2.94,2.31,28.0644436966066,8.76,1.96,32.3653672928332,8.73,2.9,32.8339961016018,8.36,2.55,32.95776994883,8.67,1.17,36.6080988307232,8.27,0.93,41.9070841266724,8.63,0.92,42.1357852662081,8.14,1.05,43.3467841944475,8.27,2.81,52.1047646573708,4.48,1.36,57.3519276049201,5.33,1.17,"5","7","7","8","7","7","8","7","8","12","11","C","L","L","C","L","L","C","L","C","R","C","left","R","R",3,24,11,59,14,1
"18","2020120609","410",6.41243323551988,6.25,2.45,6.91567061101091,8,2.91,15.6484024743742,8.28,1.14,16.224980739588,8.44,1.18,16.5064108757779,7.91,1.65,17.2536894605183,8.02,1.11,20.3194119009385,7.81,1.49,23.4855125556161,6.96,2.76,32.1773989004705,9.32,0.89,40.2224713313342,3.26,0.06,39.91,2.98,1.42,"6",7.0782059873954,6.96,1.57,13.4073487311996,8.53,2.7,15.5199226802198,8.6,0.41,16.4141707070446,8.11,1.36,16.7085517026462,8.68,1.22,20.3170101146798,7.87,0.61,24.4382834912766,6.09,3.59,26.3590762357105,7.18,2.4,31.8924207296969,8.98,0.75,32.3223343835188,8.21,2.39,36.1486334458165,7.37,0.86,"6","9","5","9","9","8","8","8","9","7","11","R","R","C","R","R","C","C","C","R","L","C","right","L","L",1,25,3,46,5,1
"19","2019121507","847",17.8186475356577,4.11,4.44,26.8889289485468,6.33,3.02,27.2329800058679,8.36,1.43,27.8533445029497,8.29,3.32,29.1279745262179,9.31,1.86,30.0849480637744,9.29,1.49,30.829197200057,5.55,0.49,31.332719320225,9.04,1.47,33.3097583299549,8.68,1.16,41.6051451145168,7.51,0.77,26.6,2.53,1.61,"5",13.1487375819886,9.64,2.78,23.4079495043885,8.6,0.74,23.6728050724877,9.58,1.19,27.1896322152397,9.32,1.02,27.7824710923993,7.26,3.6,28.9024652927739,9.47,2.04,29.7170405659783,9.99,0.96,30.3441921955421,7.55,1.63,30.6589057208505,9.08,1.57,31.5581827740445,8.05,2.37,58.4581773578342,4.96,0.34,"5","8","9","8","9","9","9","8","8","8","11","C","C","R","C","R","R","R","C","C","C","C","left","C","C",1,24,0,60,8,1
"20","2020092707","2623",5.17707446343975,6.1,3.72,11.7824021319933,6.04,2.74,12.6659622611154,6,2.57,24.8549974854153,7.88,1.04,27.6194279448362,6.47,1.24,33.2888464804655,7.51,2.04,33.3983622352953,6.55,2.24,33.9710994817654,6.36,2.43,35.1188055036045,5.98,3.37,43.3734527101544,3.88,0.52,34.65,2,5.1,"4",1.9578815081613,7.7,4.84,11.3493259711755,8.78,2.5,16.7506925229974,8.07,1.68,19.5250659409898,7.96,2,22.0034224610627,6.95,2.78,27.6970178900184,6.83,1.95,29.6598381654385,8.67,1.71,30.5399148656312,8.44,2.87,33.0091926590155,7.17,2.38,33.2302407454415,8.25,3.25,48.5329929017364,4.61,0.43,"5","4","8","8","8","8","8","9","8","6","11","C","L","C","C","C","C","C","R","C","R","C","right","L","L",3,32,-1,43,12,1
"21","2020101806","575",9.15979257407066,1.75,3.29,11.7598171754496,4.42,1.08,12.1266854498663,6.01,1.22,12.8021599740044,6.22,1.68,14.3885023543105,5.46,3.5,31.7032506219788,8.03,1.4,33.8252169246555,5.66,1.93,34.0756878140413,5.3,1.11,44.4146878858785,6.71,0.91,47.690512683342,5.7,0.5,42.85,4.48,0.8,"5",8.23301888738269,9.08,2.35,8.44289642243704,9.08,2.32,9.84662886474351,1.97,2.72,12.7871067876983,4.58,3.28,13.1064449794748,5.99,4.52,21.5513363854774,8.23,1.07,21.664588618296,8.13,0.84,23.4648673552611,8.21,1.77,29.6148358091008,7.01,2.2,33.1761736793139,7.15,1.52,36.1282341112875,6.64,2.53,"8","8","7","8","8","8","7","8","8","11","11","C","C","L","C","C","C","L","C","C","C","C","right","R","R",1,24,-10,44,4,0
"22","2018093010","212",16.1983363343277,8.29,2.68,20.4741593234008,9.64,1.89,28.8858892887167,8.94,1.64,29.0867684695292,9.37,1.48,30.1479435451243,8.61,0.97,34.7639195143471,9.41,2.12,35.6174816628015,6.34,2,37.4322053852027,6.5,3.51,39.8902745039439,8.84,1.65,56.8611026977142,7.5,0.71,27.85,1.93,2.73,"5",15.1667959701448,9.18,2.3,20.0147945280485,9.71,1.53,27.0861606729341,9.22,1.2,28.0230351675189,9.13,1.93,28.6568403701455,9.31,1.54,29.6740172541569,7.19,1.86,34.2038185002786,8.47,1.38,34.8217432073697,9.66,1.1,39.4311158858077,9.12,0.58,45.7070333756196,9.3,1.39,54.1180274954659,5.51,0.13,"5","5","8","8","7","8","8","7","8","10","11","C","C","C","C","L","C","C","L","C","L","C","right","C","C",1,28,7,55,-3,0
"23","2020091400","1643",12.3511699850662,3.44,4.61,21.8205407815663,8.19,1.1,27.7732137139367,8.26,0.55,28.2575193532624,8.56,0.93,37.7089114136168,8.41,2.18,38.4583215962423,7.09,1.4,41.5653124612338,6.79,1.1,42.5712168019661,6.91,0.96,47.2235968558093,6.16,0.82,51.0720246318863,5.37,0.53,48.59,2.08,1.86,"8",5.89298735786867,8.59,4.15,14.8734663074886,8.96,1.65,20.165864722347,9.37,1.38,27.6575414670213,8.17,2.21,30.1390013105942,9.85,1.03,33.0263970181429,8.76,0.94,36.8752708464629,8.12,1.02,37.3394924978902,7.9,1.68,41.0561396139481,8.55,0.44,58.6540365192371,3.1,2.04,59.2272724342427,4.15,2.1,"8","8","8","12","10","11","11","12","11","14","14","C","C","C","R","L","C","C","R","C","C","C","left","C","C",2,12,1,50,11,1
"24","2018112504","3982",17.8751727264382,3.49,4.46,19.0597901352559,7.43,2.08,36.5221275393425,8.63,2.58,39.6480075161413,8.72,1.4,40.4273001819315,9.79,1.05,45.676308957708,4.59,2.87,45.853925677089,4.93,3.02,48.1629369951626,5.85,2.44,52.5644480614036,7.28,0.99,52.6298850464258,5.84,1.77,39.35,3.21,1.85,"5",19.2417904572314,7.56,2.56,27.5531813045245,8.06,1.67,36.2751292209966,9.35,1.27,36.8661931856274,7.95,1.64,38.615464518765,8.92,1.84,39.6070056934376,10.13,1.83,40.0515517801745,9.17,0.56,46.4467781444526,4.78,1.44,49.1467191173531,6.61,1.77,52.3558229808299,6.72,1.18,55.0598919359637,5.79,1.01,"9","8","12","11","11","10","12","10","11","11","11","R","C","R","C","C","L","R","L","C","C","C","left","C","C",4,10,0,62,14,1
"25","2020110806","3667",6.06163344322304,8.32,3.2,16.5661824208235,9.28,1.63,38.5980103114137,7.19,0.54,39.7653932458866,5.85,2.72,40.6976964950106,6.26,2.21,42.8299544711409,5.5,0.83,43.5141586153289,6.86,1.41,46.5217293315715,5.69,1.32,47.2809919523692,6.27,0.8,50.1316237518794,4.5,1.55,36.85,2.39,4.45,"6",5.89643960369306,8.57,3.04,16.1548289994045,9.17,2.35,31.658371720605,7.74,2.38,33.0800846431807,8.15,0.8,33.884326760318,8.22,1.15,36.4649489235896,8.22,0.64,39.0010384477132,7.85,1.9,40.6328795435421,6.05,1.1,42.0954546239852,7.04,2.5,46.077163541173,6.97,0.65,53.341379809675,4.11,1.29,"6","9","8","9","8","12","7","8","11","11","11","R","R","C","R","C","R","L","C","C","C","C","left","R","R",4,27,-14,46,12,0
"26","2018102802","498",15.8794741726545,8.48,2.67,20.0014724457976,10.09,1.29,20.043155939123,10.37,1.45,33.0491331202499,8.11,0.91,33.4910196918517,7.69,2.26,33.8146314485313,5.72,3.4,35.515541668402,8.42,1.04,35.812261866573,9.18,0.8,44.6985290585719,8.84,1.9,59.6809115211891,7.55,0.92,25.45,2.57,3.33,"6",18.7127363044532,9.88,1.81,30.1411894257675,8.05,2,31.2502831987168,9.04,1.43,31.626680192521,8.69,1.19,31.9818573569454,8.85,1.44,34.3964198718413,6.85,1.08,34.6560066943669,8.91,1.3,34.8076830599223,8.12,1.57,43.359439572024,8.73,1.11,48.6870537206761,7.97,0.88,53.5025158286972,6.07,0.35,"5","9","8","8","8","9","8","8","7","12","11","C","R","C","C","C","R","C","C","L","R","C","right","L","L",1,30,0,55,7,1
"27","2019102710","465",7.62695876480266,4.99,2.88,16.3946149695563,7.43,1.26,24.8464444136379,5.66,0.71,35.2612889724695,5.64,1.85,38.9113158348571,8.05,2.28,42.5281847719839,4.72,1.79,43.1761438759878,3.88,0.98,47.3643082922151,5.08,0.94,64.9758247350505,2.4,1.21,66.538813485063,1.58,1.34,18.92,0.81,6.92,"1",5.28466649846516,3.34,3.67,16.5511963313834,8.38,2.21,25.8045887392146,6.63,2.65,27.1941942333286,8.49,3.34,28.3364112053732,7.59,2.08,31.923911101242,7.99,1.69,35.0796422444699,7.85,1.45,38.8658320379225,8.62,1.19,49.1185199288415,6.17,1.35,57.5603657041892,7.23,2.15,59.9230648415116,2.84,1.02,"4","4","4","4","4","7","5","8","8","9","11","L","L","L","L","L","L","C","C","C","R","C","right","","",1,40,0,51,2,0
"28","2020101811","1933",17.3728120924622,6.15,2.55,21.06570910271,9.11,1.76,22.6173119534572,9.14,1.93,30.5411934933787,9.81,1.75,33.8119061870223,7.27,1.21,39.3740879259444,8.43,1.54,45.1377668920384,7.78,1.72,47.3169102964257,7.15,0.37,47.5190067236259,9.31,1.14,56.1060896873058,6.21,1.53,16,3.13,1.17,"2",20.6734926899158,9.4,2.4,22.18605868558,9.57,1.92,27.3829143810516,9.12,1.43,30.2330365659819,10.11,1.1,34.5680213492181,8.41,2.15,38.8354734746469,9.27,0.61,41.5867791491479,7.71,1.78,45.5212093424593,8.2,1.56,46.211489913224,8.86,1.23,54.7611194187993,7.39,0.89,57.0346087915048,6.28,2.11,"6","4","5","5","8","8","8","7","9","8","7","R","L","C","C","C","C","C","L","R","C","L","right","C","C",2,32,15,63,8,1
"29","2019091511","3737",16.6876301493052,9.72,2.41,17.540496002109,9.39,1.27,21.4015793809709,9.28,1.24,21.9678355784087,7.51,1.23,24.0784924777279,8.96,1.62,26.5674330713376,7.21,0.79,27.5111213875407,8.68,1.22,28.9488048112526,7.27,2.09,30.0886855811283,8.1,1.45,45.0444624787554,8.76,0.97,30.77,0.62,1.11,"5",14.8200134952705,9.08,1.92,16.6424817860799,7.69,3.3,16.7996220195575,9.56,1.82,19.5281565950297,8.7,1.86,22.6602493366688,9.14,1.06,25.3789538791496,9.3,1.17,26.7309745426537,8.76,1.47,27.7988147229338,7.78,1.95,28.1484102570643,6.74,1.91,37.1881661284877,7.27,0.98,48.4792295730862,5.52,0.44,"5","5","4","8","8","8","8","8","8","9","11","C","C","L","C","C","C","C","C","C","R","C","right","C","C",4,28,-7,51,17,1
"30","2020110110","3240",11.7301534516817,5.96,4.09,11.7735848406507,4.9,5.09,14.3602541760235,6.74,1.51,20.7240560701809,5.67,0.48,26.6224341486649,6.27,1.67,26.8978382030973,7.31,1.1,28.5007929714245,6.18,1.93,31.5753448120523,5.81,2.47,36.9186795538519,4.24,0.71,44.0714249826347,7.25,1.91,29.92,6.82,3.67,"4",10.301660060398,2.26,5.14,13.3303038224941,6.1,4.64,15.5288441295545,8.68,2.17,17.9086487485796,7.51,2.03,22.748162563161,7.5,0.32,23.9618884898499,6.98,1.88,24.0048849195325,5.67,1.49,27.621754107949,5.88,2.53,30.9876830369745,5.62,2.18,39.5471288464789,4.99,0.61,43.0542378866471,8.07,2.53,"1","4","4","4","7","7","7","8","7","7","8","L","L","L","L","L","L","L","C","L","L","C","left","R","R",4,39,-6,40,4,0
