,gameId,season,week,homeTeamAbbr,visitorTeamAbbr,playId,quarter,down,yardsToGo,nflId,displayName,Position,collegeName,playDescription,specialTeamsPlayType,playResult,ep,epa,kickReturnYardage,kickType,hangTime,kickLength,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,return_team,weather,surface,wind,a,s,dir,dis,o,x,y,avg_epa
10,2018122201,2018,16,LAC,BAL,3686,4,4,6,31018.0,Sam Koch,P,Nebraska,"(3:12) S.Koch punts 57 yards to LAC 37, Center-M.Cox. D.King to BAL 39 for 24 yards (C.Moore, T.Bowser).",Punt,33,-1.677644636016339,-1.2124739118735306,24.0,N,3.9,57.0,0.0,0.0,0.0,0.0,0.0,LAC,"Partly Cloudy Temp: 60° F, Humidity: 89%, Wind: WSW 5 mph",grass,5.0,0.0,0.0,76.25,0.0,112.27,2.29,25.13,-1.2124739118735306
11,2018122201,2018,16,LAC,BAL,280,1,4,2,29177.0,Donnie Jones,P,LSU,"(11:18) (Punt formation) D.Jones punts 39 yards to BAL 28, Center-M.Windt, fair catch by C.Jones.",Punt,39,-0.4644346088171005,-0.5141290724277496,,N,4.33,39.0,0.0,0.0,0.0,0.0,1.0,BAL,"Partly Cloudy Temp: 60° F, Humidity: 89%, Wind: WSW 5 mph",grass,5.0,0.08,0.07,13.36,0.01,255.01,92.01,30.8,-0.5141290724277496
12,2018122201,2018,16,LAC,BAL,660,1,4,19,29177.0,Donnie Jones,P,LSU,"(4:55) (Punt formation) D.Jones punts 49 yards to BAL 17, Center-M.Windt, fair catch by C.Jones.",Punt,49,-0.8551390962675214,0.5647289538756013,,N,4.62,49.0,1.0,0.0,0.0,0.0,1.0,BAL,"Partly Cloudy Temp: 60° F, Humidity: 89%, Wind: WSW 5 mph",grass,5.0,0.07,0.07,299.25,0.01,247.32,90.24,24.79,0.5647289538756013
13,2018122201,2018,16,LAC,BAL,1205,2,4,15,29177.0,Donnie Jones,P,LSU,"(8:25) D.Jones punts 47 yards to BAL 33, Center-M.Windt. C.Jones to LAC 48 for 19 yards (G.Davis).",Punt,28,-1.6728076627478004,-0.90989761473611,19.0,N,4.21,47.0,0.0,0.0,0.0,0.0,0.0,BAL,"Partly Cloudy Temp: 60° F, Humidity: 89%, Wind: WSW 5 mph",grass,5.0,0.0,0.0,178.3,0.0,71.61,15.6,22.97,-0.90989761473611
14,2018122201,2018,16,LAC,BAL,2554,3,4,17,29177.0,Donnie Jones,P,LSU,"(9:17) D.Jones punts 36 yards to BAL 34, Center-M.Windt. C.Jones to BAL 32 for -2 yards (D.Watt).",Punt,38,-1.1463277875445783,-0.2189708808436989,-2.0,N,3.66,36.0,0.0,0.0,0.0,0.0,0.0,BAL,"Partly Cloudy Temp: 60° F, Humidity: 89%, Wind: WSW 5 mph",grass,5.0,0.35,0.17,147.31,0.02,74.98,25.59,22.92,-0.2189708808436989
15,2018122201,2018,16,LAC,BAL,2898,3,4,14,29177.0,Donnie Jones,P,LSU,"(3:05) D.Jones punts 34 yards to BAL 45, Center-M.Windt, out of bounds.",Punt,34,-1.968224343843758,-0.174502284033224,,N,3.74,34.0,0.0,0.0,1.0,0.0,0.0,BAL,"Partly Cloudy Temp: 60° F, Humidity: 89%, Wind: WSW 5 mph",grass,5.0,0.0,0.0,168.25,0.0,76.68,16.21,23.34,-0.174502284033224
16,2018122201,2018,16,LAC,BAL,3184,4,4,10,29177.0,Donnie Jones,P,LSU,"(14:46) D.Jones punts 48 yards to BAL 29, Center-M.Windt, fair catch by C.Jones.",Punt,48,-1.7616823930293322,0.593029276933521,,N,4.54,48.0,0.0,0.0,0.0,0.0,1.0,BAL,"Partly Cloudy Temp: 60° F, Humidity: 89%, Wind: WSW 5 mph",grass,5.0,0.01,0.0,318.19,0.0,260.94,101.34,30.22,0.593029276933521
17,2018121601,2018,15,BAL,TB,268,1,4,5,31018.0,Sam Koch,P,Nebraska,"(11:00) (Punt formation) S.Koch punts 29 yards to TB 36, Center-M.Cox, out of bounds. PENALTY on TB-N.Spence, Offensive Holding, 10 yards, enforced at TB 36.",Punt,39,-0.5652156979776919,-0.3299743640236556,,A,4.01,29.0,0.0,0.0,1.0,0.0,0.0,TB,"Cloudy, Rain Temp: 43° F, Humidity: 97%, Wind: NNW 10-20 mph",grass,10.0,0.0,0.0,319.23,0.0,96.91,31.14,30.98,-0.3299743640236556
18,2018121601,2018,15,BAL,TB,574,1,4,7,31018.0,Sam Koch,P,Nebraska,"(7:07) (Punt formation) S.Koch punts 50 yards to TB 13, Center-M.Cox, out of bounds.",Punt,50,-0.7666281426791102,0.4459857319016009,,A,3.92,50.0,1.0,0.0,1.0,0.0,0.0,TB,"Cloudy, Rain Temp: 43° F, Humidity: 97%, Wind: NNW 10-20 mph",grass,10.0,0.01,0.03,255.63,0.01,96.32,33.35,24.95,0.4459857319016009
19,2018121601,2018,15,BAL,TB,3369,4,4,41,31018.0,Sam Koch,P,Nebraska,"(11:30) (Punt formation) S.Koch punts 48 yards to TB 26, Center-M.Cox. A.Humphries pushed ob at TB 38 for 12 yards (M.Canady).",Punt,36,-0.4060601345263421,-1.0565105536952617,12.0,A,4.26,48.0,0.0,0.0,0.0,0.0,0.0,TB,"Cloudy, Rain Temp: 43° F, Humidity: 97%, Wind: NNW 10-20 mph",grass,10.0,0.0,0.0,211.78,0.0,103.07,22.29,25.1,-1.0565105536952617
20,2018121601,2018,15,BAL,TB,450,1,4,5,35072.0,Garrison Sanborn,LS,Florida State,"(8:37) (Punt formation) B.Anger punts 38 yards to BAL 21, Center-G.Sanborn, fair catch by C.Jones.",Punt,38,-0.2879573907703161,-0.4319867312442511,,N,4.25,38.0,0.0,0.0,0.0,0.0,1.0,BAL,"Cloudy, Rain Temp: 43° F, Humidity: 97%, Wind: NNW 10-20 mph",grass,10.0,0.03,0.03,101.32,0.01,267.11,70.44,23.56,-0.4319867312442511
21,2018121601,2018,15,BAL,TB,709,1,4,8,35072.0,Garrison Sanborn,LS,Florida State,"(4:18) (Punt formation) B.Anger punts 48 yards to BAL 25, Center-G.Sanborn, downed by TB-B.Wilson.",Punt,48,-1.3569275583140552,0.2630616039969027,,N,3.85,48.0,0.0,0.0,0.0,1.0,0.0,BAL,"Cloudy, Rain Temp: 43° F, Humidity: 97%, Wind: NNW 10-20 mph",grass,10.0,0.0,0.0,262.77,0.0,256.52,83.76,23.85,0.2630616039969027
22,2018121601,2018,15,BAL,TB,2603,3,4,7,35072.0,Garrison Sanborn,LS,Florida State,"(7:59) (Punt formation) B.Anger punts 30 yards to BAL 17, Center-G.Sanborn. C.Jones MUFFS catch, RECOVERED by TB-J.Shaw at BAL 14. J.Shaw to BAL 14 for no gain (C.Jones).",Punt,33,-0.2857487984001636,5.217149857780896,,A,4.47,33.0,1.0,0.0,0.0,0.0,0.0,BAL,"Cloudy, Rain Temp: 43° F, Humidity: 97%, Wind: NNW 10-20 mph",grass,10.0,0.0,0.0,39.12,0.0,96.8,62.15,27.06,5.217149857780896
23,2018120905,2018,14,KC,BAL,382,1,4,14,31018.0,Sam Koch,P,Nebraska,"(8:55) S.Koch punts 51 yards to KC 19, Center-M.Cox. T.Hill pushed ob at KC 25 for 6 yards (C.Clark).",Punt,45,-1.5698458813130856,0.161994110327214,6.0,N,4.08,51.0,0.0,0.0,0.0,0.0,0.0,KC,"Sunny Temp: 27° F, Humidity: 72%, Wind:  0 mph",grass,0.0,0.0,0.0,215.91,0.0,263.11,93.9,27.5,0.161994110327214
24,2018120905,2018,14,KC,BAL,1824,2,4,8,31018.0,Sam Koch,P,Nebraska,"(1:49) S.Koch punts 53 yards to KC 12, Center-M.Cox. T.Hill to KC 19 for 7 yards (P.Onwuasor; J.Allen).",Punt,46,-0.5021658821497113,-0.2331522263120859,7.0,N,3.88,53.0,1.0,0.0,0.0,0.0,0.0,KC,"Sunny Temp: 27° F, Humidity: 72%, Wind:  0 mph",grass,0.0,0.0,0.0,135.33,0.0,85.96,31.01,26.11,-0.2331522263120859
25,2018120905,2018,14,KC,BAL,3467,4,4,24,31018.0,Sam Koch,P,Nebraska,"(6:57) S.Koch punts 54 yards to KC 22, Center-M.Cox, out of bounds.",Punt,54,-1.4648142554797232,0.7628603838384151,,N,4.13,54.0,0.0,0.0,1.0,0.0,0.0,KC,"Sunny Temp: 27° F, Humidity: 72%, Wind:  0 mph",grass,0.0,0.04,0.06,116.49,0.0,108.95,20.17,28.04,0.7628603838384151
26,2018120905,2018,14,KC,BAL,236,1,4,10,29926.0,Dustin Colquitt,P,Tennessee,"(11:30) D.Colquitt punts 30 yards to BAL 17, Center-J.Winchester, fair catch by C.Jones.",Punt,30,0.2054216389078647,-0.4811946914996952,,A,4.76,30.0,1.0,0.0,0.0,0.0,1.0,BAL,"Sunny Temp: 27° F, Humidity: 72%, Wind:  0 mph",grass,0.0,0.0,0.0,132.04,0.0,96.09,48.32,23.49,-0.4811946914996952
27,2018120905,2018,14,KC,BAL,3207,4,4,13,29926.0,Dustin Colquitt,P,Tennessee,"(11:28) D.Colquitt punts 31 yards to BAL 9, Center-J.Winchester, downed by KC-M.Kemp.",Punt,31,-0.0583744335453957,0.0791100529022514,,A,4.23,31.0,1.0,0.0,0.0,1.0,0.0,BAL,"Sunny Temp: 27° F, Humidity: 72%, Wind:  0 mph",grass,0.0,0.0,0.0,240.82,0.0,277.68,64.51,24.0,0.0791100529022514
28,2018120905,2018,14,KC,BAL,3600,4,4,13,29926.0,Dustin Colquitt,P,Tennessee,"(5:24) D.Colquitt punts 50 yards to BAL 31, Center-J.Winchester. C.Jones to KC 14 for 55 yards (M.Kemp).",Punt,-5,-1.6604961813427508,-3.154816813825164,55.0,N,4.09,50.0,0.0,0.0,0.0,0.0,0.0,BAL,"Sunny Temp: 27° F, Humidity: 72%, Wind:  0 mph",grass,0.0,0.0,0.0,317.57,0.0,276.91,105.85,29.7,-3.154816813825164
29,2018120200,2018,13,ATL,BAL,1457,2,4,6,31018.0,Sam Koch,P,Nebraska,"(7:59) S.Koch punts 38 yards to ATL 10, Center-M.Cox, fair catch by J.Hardy.",Punt,38,0.0597349270246923,-0.317772917682305,,A,4.74,38.0,1.0,0.0,0.0,0.0,1.0,ATL,"Mostly cloudy Temp: 67° F, Humidity: 44%, Wind: SW 9 mph",fieldturf,,0.0,0.0,123.63,0.0,106.91,48.37,24.68,-0.317772917682305
30,2018120200,2018,13,ATL,BAL,1834,2,4,2,31018.0,Sam Koch,P,Nebraska,"(3:17) S.Koch punts 39 yards to ATL 33, Center-M.Cox. J.Hardy pushed ob at BAL 49 for 18 yards (C.Board).",Punt,21,-0.735956261632964,-1.950936256092973,18.0,N,3.25,39.0,0.0,0.0,0.0,0.0,0.0,ATL,"Mostly cloudy Temp: 67° F, Humidity: 44%, Wind: SW 9 mph",fieldturf,,0.0,0.0,81.46,0.0,105.71,24.34,30.84,-1.950936256092973
31,2018120200,2018,13,ATL,BAL,769,1,4,15,35722.0,Logan Paulsen,TE,UCLA,"(3:29) M.Bosher punts 55 yards to BAL 25, Center-J.Harris. C.Jones to BAL 29 for 4 yards (R.Gage; B.Carter).",Punt,51,-1.910874403547496,0.5056311991065741,4.0,N,4.75,55.0,0.0,0.0,0.0,0.0,0.0,BAL,"Mostly cloudy Temp: 67° F, Humidity: 44%, Wind: SW 9 mph",fieldturf,,0.0,0.0,20.33,0.0,48.76,28.53,24.92,0.5056311991065741
32,2018120200,2018,13,ATL,BAL,1997,2,4,19,35722.0,Logan Paulsen,TE,UCLA,"(1:55) M.Bosher punts 40 yards to BAL 18, Center-J.Harris, fair catch by C.Jones.",Punt,40,-0.1771977941971272,-0.2901444573653862,,N,4.42,40.0,1.0,0.0,0.0,0.0,1.0,BAL,"Mostly cloudy Temp: 67° F, Humidity: 44%, Wind: SW 9 mph",fieldturf,,0.0,0.0,39.33,0.0,274.03,69.8,23.1,-0.2901444573653862
33,2018120200,2018,13,ATL,BAL,2771,3,4,1,35722.0,Logan Paulsen,TE,UCLA,"(8:47) M.Bosher punts 53 yards to BAL 13, Center-J.Harris, fair catch by C.Jones.",Punt,53,-0.0203616921789944,-0.1779849212616682,,N,4.76,53.0,1.0,0.0,0.0,0.0,1.0,BAL,"Mostly cloudy Temp: 67° F, Humidity: 44%, Wind: SW 9 mph",fieldturf,,0.0,0.0,227.86,0.0,62.06,42.7,27.62,-0.1779849212616682
34,2018120200,2018,13,ATL,BAL,3398,4,4,4,35722.0,Logan Paulsen,TE,UCLA,"(14:13) M.Bosher punts 53 yards to BAL 16, Center-J.Harris, fair catch by C.Jones.",Punt,53,-0.891548537183553,0.4004115215502679,,N,4.77,53.0,1.0,0.0,0.0,0.0,1.0,BAL,"Mostly cloudy Temp: 67° F, Humidity: 44%, Wind: SW 9 mph",fieldturf,,0.0,0.0,333.25,0.0,236.99,80.51,22.84,0.4004115215502679
35,2018120200,2018,13,ATL,BAL,1714,2,4,5,37115.0,Bruce Carter,ILB,North Carolina,"(4:08) M.Bosher punts 51 yards to end zone, Center-J.Harris, Touchback.",Punt,31,-0.2010538188042119,-0.5822258341358975,,A,3.99,51.0,0.0,0.0,0.0,0.0,0.0,BAL,"Mostly cloudy Temp: 67° F, Humidity: 44%, Wind: SW 9 mph",fieldturf,,0.0,0.0,160.99,0.0,267.12,62.56,21.97,-0.5822258341358975
36,2018112500,2018,12,BAL,OAK,1028,1,4,8,31018.0,Sam Koch,P,Nebraska,"(:52) (Punt formation) S.Koch punts 38 yards to OAK 09, Center-M.Cox, downed by BAL-C.Clark.",Punt,38,0.442977275699377,-0.3229509104276076,,A,4.59,38.0,1.0,0.0,0.0,1.0,0.0,LV,"Partly Clouidy Temp: 60° F, Humidity: 54%, Wind: WNW 7 mph",grass,7.0,0.0,0.0,341.3,0.0,264.95,70.7,24.57,-0.3229509104276076
37,2018112500,2018,12,BAL,OAK,3650,4,4,12,31018.0,Sam Koch,P,Nebraska,"(8:26) (Punt formation) S.Koch punts 56 yards to OAK 23, Center-M.Cox. D.Harris to OAK 20 for -3 yards (P.Onwuasor).",Punt,59,-1.6512414827011526,0.9334466182626784,-3.0,N,4.61,56.0,0.0,0.0,0.0,0.0,0.0,LV,"Partly Clouidy Temp: 60° F, Humidity: 54%, Wind: WNW 7 mph",grass,7.0,0.01,0.01,143.93,0.0,95.04,17.3,25.0,0.9334466182626784
38,2018112500,2018,12,BAL,OAK,826,1,4,10,36060.0,Anthony Levine,SS,Tennessee State,"(4:13) (Punt formation) J.Townsend punts 38 yards to BAL 37, Center-T.Sieg. C.Jones to OAK 39 for 24 yards (N.Morrow). PENALTY on BAL-C.Clark, Illegal Block Above the Waist, 10 yards, enforced at BAL 37.",Punt,48,-1.8156786386389283,0.2890640769619494,0.0,N,4.07,38.0,0.0,0.0,0.0,0.0,0.0,BAL,"Partly Clouidy Temp: 60° F, Humidity: 54%, Wind: WNW 7 mph",grass,7.0,1.77,3.5,177.32,0.36,224.23,35.95,8.81,0.2890640769619494
39,2018112500,2018,12,BAL,OAK,1273,2,4,12,36060.0,Anthony Levine,SS,Tennessee State,"(13:01) (Punt formation) J.Townsend punts 52 yards to BAL 30, Center-T.Sieg. C.Jones for 70 yards, TOUCHDOWN.",Punt,-18,-2.092912874184549,-4.907087125815451,70.0,N,4.38,52.0,0.0,0.0,0.0,0.0,0.0,BAL,"Partly Clouidy Temp: 60° F, Humidity: 54%, Wind: WNW 7 mph",grass,7.0,0.51,0.8,307.77,0.05,224.52,88.7,23.48,-4.907087125815451
40,2018112500,2018,12,BAL,OAK,1461,2,4,11,36060.0,Anthony Levine,SS,Tennessee State,"(10:24) (Punt formation) J.Townsend punts 43 yards to BAL 14, Center-T.Sieg, fair catch by C.Jones.",Punt,43,-0.4752176934853196,0.0595111586153507,,N,5.01,43.0,1.0,0.0,0.0,0.0,1.0,BAL,"Partly Clouidy Temp: 60° F, Humidity: 54%, Wind: WNW 7 mph",grass,7.0,0.41,0.22,10.62,0.05,52.77,64.53,22.2,0.0595111586153507
41,2018112500,2018,12,BAL,OAK,1748,2,4,6,36060.0,Anthony Levine,SS,Tennessee State,"(5:55) (Punt formation) J.Townsend punts 38 yards to BAL 21, Center-T.Sieg. C.Jones pushed ob at BAL 30 for 9 yards (D.Harris).",Punt,29,-0.2827270096167922,-0.9362556857522576,9.0,A,3.14,38.0,0.0,0.0,0.0,0.0,0.0,BAL,"Partly Clouidy Temp: 60° F, Humidity: 54%, Wind: WNW 7 mph",grass,7.0,0.67,0.42,276.33,0.04,94.17,67.46,32.14,-0.9362556857522576
42,2018112500,2018,12,BAL,OAK,3528,4,4,5,36060.0,Anthony Levine,SS,Tennessee State,"(10:39) (Punt formation) J.Townsend punts 47 yards to BAL 23, Center-T.Sieg, downed by OAK-N.Nelson.",Punt,47,-1.0267746499739587,0.0777166737243533,,N,3.69,47.0,0.0,0.0,0.0,1.0,0.0,BAL,"Partly Clouidy Temp: 60° F, Humidity: 54%, Wind: WNW 7 mph",grass,7.0,0.95,0.23,144.33,0.02,108.97,78.33,34.11,0.0777166737243533
43,2018112500,2018,12,BAL,OAK,3933,4,4,14,36060.0,Anthony Levine,SS,Tennessee State,"(3:59) (Punt formation) J.Townsend punts 50 yards to BAL 29, Center-T.Sieg. C.Jones to BAL 43 for 14 yards (K.Smith). PENALTY on BAL-M.Canady, Offensive Holding, 10 yards, enforced at BAL 29.",Punt,60,-1.5423537488095462,0.8891668692231178,0.0,N,4.49,50.0,0.0,0.0,0.0,0.0,0.0,BAL,"Partly Clouidy Temp: 60° F, Humidity: 54%, Wind: WNW 7 mph",grass,7.0,1.48,0.17,216.49,0.02,87.53,87.61,46.79,0.8891668692231178
44,2018111801,2018,11,BAL,CIN,776,1,4,5,31018.0,Sam Koch,P,Nebraska,"(3:19) (Punt formation) S.Koch punts 39 yards to CIN 17, Center-M.Cox. A.Erickson pushed ob at BAL 34 for 49 yards (S.Koch). PENALTY on CIN-C.Fejedelem, Illegal Block Above the Waist, 10 yards, enforced at BAL 45.",Punt,11,-0.1513729910366237,-1.9925108696334064,38.0,N,3.59,39.0,0.0,0.0,0.0,0.0,0.0,CIN,"Cloudy Temp: 48° F, Humidity: 58%, Wind: SE 8 mph",grass,8.0,0.14,0.03,187.42,0.0,106.21,40.24,24.96,-1.9925108696334064
45,2018111801,2018,11,BAL,CIN,981,1,4,7,31018.0,Sam Koch,P,Nebraska,"(:08) (Punt formation) S.Koch punts 42 yards to CIN 43, Center-M.Cox, fair catch by D.Phillips.",Punt,42,-2.0234868531115358,-0.0307926733512431,,N,4.03,42.0,0.0,0.0,0.0,0.0,1.0,CIN,"Cloudy Temp: 48° F, Humidity: 58%, Wind: SE 8 mph",grass,8.0,0.0,0.0,127.83,0.0,101.77,11.13,24.81,0.0004884160589426496
46,2018111801,2018,11,BAL,CIN,1530,2,4,17,31018.0,Sam Koch,P,Nebraska,"(6:48) (Punt formation) S.Koch punts 33 yards to CIN 09, Center-M.Cox, fair catch by A.Erickson.",Punt,33,-0.0117017335724085,0.0245911537203937,,A,4.61,33.0,1.0,0.0,0.0,0.0,1.0,CIN,"Cloudy Temp: 48° F, Humidity: 58%, Wind: SE 8 mph",grass,8.0,0.0,0.0,190.71,0.0,269.54,65.81,24.41,0.0245911537203937
47,2018111801,2018,11,BAL,CIN,3999,4,4,6,31018.0,Sam Koch,P,Nebraska,"(2:58) (Punt formation) S.Koch punts 43 yards to CIN 11, Center-M.Cox. A.Erickson to CIN 19 for 8 yards (T.Bowser; P.Onwuasor). PENALTY on CIN-J.Franks, Illegal Block Above the Waist, 9 yards, enforced at CIN 19.",Punt,44,-0.0995835821377113,-0.182555996463634,8.0,A,4.47,43.0,1.0,0.0,0.0,0.0,0.0,CIN,"Cloudy Temp: 48° F, Humidity: 58%, Wind: SE 8 mph",grass,8.0,0.0,0.0,39.99,0.0,281.38,77.69,23.36,-0.182555996463634
48,2018111801,2018,11,BAL,CIN,140,1,4,1,32436.0,Clark Harris,LS,Rutgers,"(13:02) (Punt formation) K.Huber punts 42 yards to BAL 25, Center-C.Harris, fair catch by C.Jones.",Punt,42,-0.7748223128728569,-0.7525956104509532,,N,4.55,42.0,0.0,0.0,0.0,0.0,1.0,BAL,"Cloudy Temp: 48° F, Humidity: 58%, Wind: SE 8 mph",grass,8.0,0.47,0.58,330.16,0.03,249.69,76.2,24.28,-0.7525956104509532
49,2018111801,2018,11,BAL,CIN,621,1,4,10,32436.0,Clark Harris,LS,Rutgers,"(5:36) (Punt formation) K.Huber punts 45 yards to BAL 28, Center-C.Harris, fair catch by C.Jones.",Punt,45,-1.6434818734414876,0.1045234594494104,,N,4.54,45.0,0.0,0.0,0.0,0.0,1.0,BAL,"Cloudy Temp: 48° F, Humidity: 58%, Wind: SE 8 mph",grass,8.0,0.07,0.17,230.69,0.03,255.77,82.93,24.01,0.1045234594494104
50,2018111801,2018,11,BAL,CIN,886,1,4,7,32436.0,Clark Harris,LS,Rutgers,"(2:10) (Punt formation) K.Huber punts 42 yards to BAL 10, Center-C.Harris. C.Jones to BAL 12 for 2 yards (B.Wilson).",Punt,40,-0.5001018522307277,0.0317695054691284,2.0,N,4.34,42.0,1.0,0.0,0.0,0.0,0.0,BAL,"Cloudy Temp: 48° F, Humidity: 58%, Wind: SE 8 mph",grass,8.0,0.01,0.01,76.39,0.01,276.74,62.43,30.01,0.0004884160589426496
51,2018111801,2018,11,BAL,CIN,1618,2,4,6,32436.0,Clark Harris,LS,Rutgers,"(5:13) (Punt formation) K.Huber punts 53 yards to BAL 34, Center-C.Harris. C.Jones to BAL 46 for 12 yards (M.Jefferson). PENALTY on CIN-B.Wilson, Illegal Block Above the Waist, 10 yards, enforced at BAL 46.",Punt,31,-1.7556019620969892,-1.2383386476431042,12.0,N,4.62,53.0,0.0,0.0,0.0,0.0,0.0,BAL,"Cloudy Temp: 48° F, Humidity: 58%, Wind: SE 8 mph",grass,8.0,0.32,0.09,29.23,0.02,89.19,23.96,23.66,-1.2383386476431042
